period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.22962,-0.07824,0.68764,0.33,13,-0.3042
+1q,1.81958,0.72486,3.71,0.62,13,1.9347999
0y,4.65431,2.19614,9.12,1.7,18,1.7378
+1y,4.75871,3.09,6.4,4.65431,15,0.0224
