,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-263970000.0,-101080000.0,-95316000.0,-12742462.311558
Tax Rate For Calcs,0.21,0.152,0.188,0.184673
Normalized EBITDA,2419000000.0,4369000000.0,4817000000.0,6399000000.0
Total Unusual Items,-1257000000.0,-665000000.0,-507000000.0,-69000000.0
Total Unusual Items Excluding Goodwill,-1257000000.0,-665000000.0,-507000000.0,-69000000.0
Net Income From Continuing Operation Net Minority Interest,-792000000.0,1435000000.0,1859000000.0,3887000000.0
Reconciled Depreciation,1390000000.0,1522000000.0,1534000000.0,1267000000.0
Reconciled Cost Of Revenue,27576000000.0,28750000000.0,28435000000.0,43847000000.0
EBITDA,1162000000.0,3704000000.0,4310000000.0,6330000000.0
EBIT,-228000000.0,2182000000.0,2776000000.0,5063000000.0
Net Interest Income,-390000000.0,-331000000.0,-348000000.0,-258000000.0
Interest Expense,487000000.0,481000000.0,477000000.0,287000000.0
Interest Income,97000000.0,150000000.0,129000000.0,29000000.0
Normalized Income,201030000.0,1998920000.0,2270684000.0,3943257537.688442
Net Income From Continuing And Discontinued Operation,-745000000.0,1360000000.0,2114000000.0,3882000000.0
Total Expenses,29322000000.0,30527000000.0,30104000000.0,45281000000.0
Total Operating Income As Reported,-420000000.0,1918000000.0,2725000000.0,5101000000.0
Diluted Average Shares,322000000.0,326000000.0,326000000.0,328000000.0
Basic Average Shares,322000000.0,325000000.0,325000000.0,327000000.0
Diluted EPS,-2.34,4.15,6.46,11.81
Basic EPS,-2.34,4.16,6.48,11.84
Diluted NI Availto Com Stockholders,-752000000.0,1354000000.0,2107000000.0,3872000000.0
Net Income Common Stockholders,-752000000.0,1354000000.0,2107000000.0,3872000000.0
Otherunder Preferred Stock Dividend,7000000.0,6000000.0,7000000.0,10000000.0
Net Income,-745000000.0,1360000000.0,2114000000.0,3882000000.0
Minority Interests,-7000000.0,-7000000.0,-7000000.0,-7000000.0
Net Income Including Noncontrolling Interests,-738000000.0,1367000000.0,2121000000.0,3889000000.0
Net Income Discontinuous Operations,47000000.0,-75000000.0,255000000.0,-5000000.0
Net Income Continuous Operations,-785000000.0,1442000000.0,1866000000.0,3894000000.0
Tax Provision,70000000.0,259000000.0,433000000.0,882000000.0
Pretax Income,-715000000.0,1701000000.0,2299000000.0,4776000000.0
Other Income Expense,-1156000000.0,-835000000.0,-585000000.0,-136000000.0
Other Non Operating Income Expenses,113000000.0,47000000.0,-58000000.0,-72000000.0
Special Income Charges,-1257000000.0,-665000000.0,-507000000.0,-69000000.0
Gain On Sale Of Business,-6000000.0,284000000.0,0.0,0.0
Write Off,279000000.0,949000000.0,255000000.0,
Impairment Of Capital Assets,972000000.0,0.0,252000000.0,69000000.0
Earnings From Equity Interest,-12000000.0,-217000000.0,-20000000.0,5000000.0
Net Non Operating Interest Income Expense,-390000000.0,-331000000.0,-348000000.0,-258000000.0
Interest Expense Non Operating,487000000.0,481000000.0,477000000.0,287000000.0
Interest Income Non Operating,97000000.0,150000000.0,129000000.0,29000000.0
Operating Income,831000000.0,2867000000.0,3232000000.0,5170000000.0
Operating Expense,1746000000.0,1777000000.0,1669000000.0,1434000000.0
Research And Development,136000000.0,135000000.0,130000000.0,124000000.0
Selling General And Administration,1610000000.0,1642000000.0,1539000000.0,1310000000.0
Gross Profit,2577000000.0,4644000000.0,4901000000.0,6604000000.0
Cost Of Revenue,27576000000.0,28750000000.0,28435000000.0,43847000000.0
Total Revenue,30153000000.0,33394000000.0,33336000000.0,50451000000.0
Operating Revenue,30153000000.0,33394000000.0,33336000000.0,50451000000.0
