,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0307,5083536,963787571,0.0047999998
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.024500001,4048221,767502204,0.0219
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0222,3669567,695713194,-0.0356
3,2026-01-31,iShares Trust-iShares MSCI USA Quality Factor ETF,0.0196,3237609,613818278,0.0223
4,2026-01-31,AMERICAN MUTUAL FUND,0.0195,3218822,610256451,-0.4058
5,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Utilities Select Sector SPDR ETF,0.0163,2691503,510282043,0.0176
6,2025-12-31,VANGUARD FENWAY FUNDS-Vanguard Equity Income Fund,0.0145000005,2393487,453781191,-0.1158
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0143,2365789,448529927,0.025
8,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0125,2065671,391630557,-0.0095999995
9,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0123000005,2042857,387305251,0.0016
