period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.33953,3.18029,3.52,3.03,6,0.1022
+1q,1.35141,1.32,1.396,1.16,6,0.165
0y,8.27395,8.1589,8.5,7.46,12,0.1091
+1y,8.8312,8.7,9.04,8.27395,11,0.0673
