,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,730000000.0,735600000.0,560100000.0,465000000.0,510600000.0,
Repurchase Of Capital Stock,-201000000.0,-1913300000.0,,,0.0,0.0
Capital Expenditure,-162500000.0,-105400000.0,-155300000.0,-116600000.0,-312000000.0,
End Cash Position,3407400000.0,2849500000.0,3446500000.0,2617200000.0,2062400000.0,
Beginning Cash Position,2849500000.0,3446500000.0,2617200000.0,2062400000.0,2446300000.0,
Effect Of Exchange Rate Changes,12300000.0,4000000.0,1000000.0,-4500000.0,8300000.0,
Changes In Cash,545600000.0,-601000000.0,828300000.0,559300000.0,-392200000.0,
Financing Cash Flow,-137500000.0,-1843000000.0,-147800000.0,-235800000.0,49400000.0,
Cash Flow From Continuing Financing Activities,-137500000.0,-1843000000.0,-147800000.0,-235800000.0,49400000.0,
Net Other Financing Charges,-13100000.0,-19700000.0,-16200000.0,-370100000.0,-12500000.0,
Proceeds From Stock Option Exercised,76600000.0,90000000.0,49400000.0,134300000.0,61900000.0,
Net Common Stock Issuance,-201000000.0,-1913300000.0,,,0.0,0.0
Common Stock Payments,-201000000.0,-1913300000.0,,,0.0,0.0
Investing Cash Flow,-209400000.0,401000000.0,260700000.0,213500000.0,-1264200000.0,
Cash Flow From Continuing Investing Activities,-209400000.0,401000000.0,260700000.0,213500000.0,-1264200000.0,
Net Investment Purchase And Sale,-34200000.0,506400000.0,417200000.0,330100000.0,-951200000.0,
Sale Of Investment,390800000.0,605500000.0,589200000.0,849900000.0,478800000.0,
Purchase Of Investment,-425000000.0,-99100000.0,-172000000.0,-519800000.0,-1430000000.0,
Net Business Purchase And Sale,-12700000.0,0.0,,,-1000000.0,0.0
Purchase Of Business,-12700000.0,0.0,,,-1000000.0,0.0
Net PPE Purchase And Sale,-162500000.0,-105400000.0,-155300000.0,-116600000.0,-312000000.0,
Purchase Of PPE,-162500000.0,-105400000.0,-155300000.0,-116600000.0,-312000000.0,
Operating Cash Flow,892500000.0,841000000.0,715400000.0,581600000.0,822600000.0,
Cash Flow From Continuing Operating Activities,892500000.0,841000000.0,715400000.0,581600000.0,822600000.0,
Change In Working Capital,-248400000.0,-314400000.0,-270200000.0,-439300000.0,-140800000.0,
Change In Other Working Capital,140300000.0,-1200000.0,11800000.0,37000000.0,195500000.0,
Change In Other Current Liabilities,28900000.0,40900000.0,82400000.0,-118100000.0,90700000.0,
Change In Payables And Accrued Expense,41100000.0,59300000.0,100400000.0,-142900000.0,-21600000.0,
Change In Accrued Expense,,34700000.0,111100000.0,-226000000.0,,
Change In Payable,-39100000.0,24600000.0,-10700000.0,83100000.0,-21600000.0,
Change In Account Payable,-39100000.0,24600000.0,-10700000.0,83100000.0,-21600000.0,
Change In Prepaid Assets,61800000.0,-107100000.0,-134000000.0,-7800000.0,-152200000.0,
Change In Inventory,-253000000.0,-316200000.0,-283100000.0,-211100000.0,-179100000.0,
Change In Receivables,-267500000.0,9900000.0,-47700000.0,3600000.0,-74100000.0,
Changes In Account Receivables,-267500000.0,9900000.0,-47700000.0,3600000.0,-74100000.0,
Other Non Cash Items,,9600000.0,9100000.0,8700000.0,10700000.0,9400000.0
Stock Based Compensation,203300000.0,203500000.0,196200000.0,185200000.0,177000000.0,
Deferred Tax,-39500000.0,88000000.0,-29500000.0,100000.0,-30800000.0,
Deferred Income Tax,-39500000.0,88000000.0,-29500000.0,100000.0,-30800000.0,
Depreciation Amortization Depletion,220900000.0,160000000.0,155300000.0,140900000.0,124700000.0,
Depreciation And Amortization,220900000.0,160000000.0,155300000.0,140900000.0,124700000.0,
Amortization Cash Flow,52500000.0,3300000.0,3200000.0,3400000.0,3100000.0,
Amortization Of Intangibles,52500000.0,3300000.0,3200000.0,3400000.0,3100000.0,
Depreciation,168400000.0,156700000.0,152100000.0,137500000.0,121600000.0,
Operating Gains Losses,-15900000.0,-14900000.0,-9700000.0,-17700000.0,-6200000.0,
Gain Loss On Investment Securities,-14900000.0,-14900000.0,-9700000.0,-17700000.0,-5100000.0,
Net Income From Continuing Operations,799500000.0,709200000.0,664200000.0,703700000.0,688000000.0,
