period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2618008430,2558000000,2707000000,25,2253400000,0.1618
+1q,2792770230,2712022630,2868000000,24,2440000000,0.1446
0y,11526497120,11121000000,12400000000,32,10064700000,0.1452
+1y,13093956830,12339946440,13762000000,32,11526497120,0.136
