period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.48145,0.4,0.7,-0.13,17,4.7035003
+1q,0.75285,0.25,1.77,0.43,14,0.7508
0y,3.53988,2.53,5.0,0.93,21,2.8063002
+1y,4.66034,2.94,6.1,3.53988,24,0.3165
