address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,averageAnalystRating,marketState,cryptoTradeable,displayName,trailingPegRatio
1200 Main Street,Kansas City,MO,64105,United States,816 556 2200,https://investors.evergy.com,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in the United States. The company generates electricity through coal, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, and other renewable sources. It serves residences, commercial firms, industrials, municipalities, and other electric utilities. The company was incorporated in 2017 and is headquartered in Kansas City, Missouri.",4691,"[{'maxAge': 1, 'name': 'Mr. Matthew B. Gummig', 'age': 39, 'title': 'VP & Chief Accounting Officer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Charles L. King', 'age': 59, 'title': 'Senior VP & Chief Technology Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter Francis Flynn', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katie  McDonald', 'title': 'Vice President of Public Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lesley Lissette Elwell', 'age': 53, 'title': 'Senior VP & Chief People Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John T. Bridson', 'age': 56, 'title': 'Senior Vice President of Generation & Operations Support', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Darrin R. Ives', 'age': 55, 'title': 'Senior Vice President of Regulatory & Government Affairs', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,3,1,4,2,1775001600,[],86400,2,82.65,82.47,82.37,83.43,82.65,82.47,82.37,83.43,2.78,3.36,1773100800,0.737,3.88,0.599,22.737705,18.286816,392399,392399,2180350,1555480,1555480,79.19,87.12,1,1,19164246016,19032984914,61.94,85.23,85.23,7.25,3.2146146,80.5486,75.1496,2.698,0.032643676,USD,False,34496425984,0.14352,229015037,230284149,13178592,13169149,1770940800,1773360000,0.0572,0.00184,0.9413,5.83,0.0671,230284149,44.39,1.8747466,1767139200,1798675200,1767139200,0.078,855600000,3.66,4.55082,2:1,548640000,5.786,12.584,0.2811967,0.32693863,0.695,1773100800,EQUITY,83.22,95.0,80.0,88.04545,89.0,2.07692,buy,11,19800000,0.086,2741400064,15393200128,0.066,0.491,5961600000,149.917,25.864,0.02875,0.08569,3115899904,-862124992,2045200000,0.047,0.066,0.52266,0.45984,0.17736,USD,EVRG,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578947,NMS,finmb_283024,America/New_York,EDT,-14400000,us_market,False,0.68965477,83.22,"Evergy, Inc.","Evergy, Inc.",True,99153000000,0.5699997,82.37 - 83.43,NasdaqGS,2180350,21.280003,0.34355834,61.94 - 85.23,-2.0100021,-0.023583269,28.11967,1773964800,1771507800,1778157000,1778157000,1771509600,1771509600,True,3.66,4.55082,4.25375,19.563915,2.671402,0.033165097,8.070404,0.10739118,15,0,2022-12-28,2.1 - Buy,REGULAR,False,Evergy,2.296
