period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,10.247,9.91,10.92,9.5,10,0.078600004
+1q,10.45111,10.1,10.68,9.11,9,0.1472
0y,42.74455,41.42,44.41,39.29,11,0.0879
+1y,46.33417,44.13,47.91,42.74455,12,0.084
