,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.211,0.216,0.216,0.215
Normalized EBITDA,673552000.0,564300000.0,500810000.0,577683000.0
Net Income From Continuing Operation Net Minority Interest,481376000.0,453960000.0,405645000.0,446362000.0
Reconciled Depreciation,62533000.0,25162000.0,14757000.0,15376000.0
Reconciled Cost Of Revenue,116061000.0,71286000.0,48323000.0,32839000.0
EBITDA,673552000.0,564300000.0,500810000.0,577683000.0
EBIT,611019000.0,539138000.0,486053000.0,562307000.0
Net Interest Income,17280000.0,32140000.0,28630000.0,6207000.0
Interest Expense,690000.0,,,
Interest Income,17970000.0,32140000.0,28630000.0,6207000.0
Normalized Income,481376000.0,453960000.0,405645000.0,446362000.0
Net Income From Continuing And Discontinued Operation,481376000.0,453960000.0,405645000.0,446362000.0
Total Expenses,206029000.0,166685000.0,145542000.0,105115000.0
Total Operating Income As Reported,592161000.0,539138000.0,486053000.0,562307000.0
Diluted Average Shares,69027492.0,69059253.0,69179535.0,69541281.0
Basic Average Shares,68949240.0,68958591.0,69132915.0,69497613.0
Diluted EPS,6.97,6.573333,5.863333,6.418889
Basic EPS,6.98,6.583333,5.867778,6.422222
Diluted NI Availto Com Stockholders,481376000.0,453960000.0,405645000.0,446362000.0
Net Income Common Stockholders,481376000.0,453960000.0,405645000.0,446362000.0
Net Income,481376000.0,453960000.0,405645000.0,446362000.0
Net Income Including Noncontrolling Interests,481376000.0,453960000.0,405645000.0,446362000.0
Net Income Continuous Operations,481376000.0,453960000.0,405645000.0,446362000.0
Tax Provision,128953000.0,124861000.0,111916000.0,122493000.0
Pretax Income,610329000.0,578821000.0,517561000.0,568855000.0
Other Income Expense,888000.0,7543000.0,2878000.0,341000.0
Other Non Operating Income Expenses,888000.0,7543000.0,2878000.0,341000.0
Net Non Operating Interest Income Expense,17280000.0,32140000.0,28630000.0,6207000.0
Interest Expense Non Operating,690000.0,,,
Interest Income Non Operating,17970000.0,32140000.0,28630000.0,6207000.0
Operating Income,592161000.0,539138000.0,486053000.0,562307000.0
Operating Expense,89968000.0,95399000.0,97219000.0,72276000.0
Other Taxes,8263000.0,7295000.0,7385000.0,8854000.0
Selling General And Administration,81705000.0,88104000.0,89834000.0,63422000.0
General And Administrative Expense,81705000.0,88104000.0,89834000.0,63422000.0
Other Gand A,23780000.0,34483000.0,46450000.0,22020000.0
Salaries And Wages,57925000.0,53621000.0,43384000.0,41402000.0
Gross Profit,682129000.0,634537000.0,583272000.0,634583000.0
Cost Of Revenue,116061000.0,71286000.0,48323000.0,32839000.0
Total Revenue,798190000.0,705823000.0,631595000.0,667422000.0
Operating Revenue,798190000.0,705823000.0,631595000.0,667422000.0
