period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,242000000,242000000,242000000,1,,
+1q,274000000,274000000,274000000,1,,
0y,1073000000,1073000000,1073000000,1,798190000.0,0.3443
+1y,1176000000,1176000000,1176000000,1,1073000000.0,0.096
