Date,Dividends
1991-02-25 00:00:00-05:00,0.000391
1992-02-25 00:00:00-05:00,0.000469
1993-02-23 00:00:00-05:00,0.000469
1994-03-02 00:00:00-05:00,0.000625
1995-02-08 00:00:00-05:00,0.000625
1996-02-28 00:00:00-05:00,0.000625
1997-02-26 00:00:00-05:00,0.000625
1998-02-25 00:00:00-05:00,0.000625
1999-02-24 00:00:00-05:00,0.00125
2000-02-23 00:00:00-05:00,0.0025
2001-02-21 00:00:00-05:00,0.002813
2002-02-20 00:00:00-05:00,0.003125
2003-02-19 00:00:00-05:00,0.00375
2003-09-24 00:00:00-04:00,0.009375
2004-02-19 00:00:00-05:00,0.009375
2004-08-19 00:00:00-04:00,0.015625
2005-02-16 00:00:00-05:00,0.019375
2005-08-18 00:00:00-04:00,0.019375
2006-02-15 00:00:00-05:00,0.025
2006-08-17 00:00:00-04:00,0.025
2007-02-22 00:00:00-05:00,0.02625
2007-08-16 00:00:00-04:00,0.02875
2008-02-21 00:00:00-05:00,0.03125
2008-08-14 00:00:00-04:00,0.03375
2008-12-03 00:00:00-05:00,0.03375
2009-02-11 00:00:00-05:00,0.04375
2009-08-13 00:00:00-04:00,0.04625
2010-02-10 00:00:00-05:00,0.05
2010-08-18 00:00:00-04:00,0.0525
2010-11-22 00:00:00-05:00,0.0525
2011-02-11 00:00:00-05:00,0.0625
2011-04-13 00:00:00-04:00,0.0325
2011-07-21 00:00:00-04:00,0.0325
2011-10-24 00:00:00-04:00,0.035
2012-01-30 00:00:00-05:00,0.0425
2012-04-30 00:00:00-04:00,0.0425
2012-07-25 00:00:00-04:00,0.0475
2012-10-25 00:00:00-04:00,0.0525
2012-12-05 00:00:00-05:00,0.125
2013-01-30 00:00:00-05:00,0.025
2013-04-30 00:00:00-04:00,0.05
2013-07-24 00:00:00-04:00,0.0625
2013-10-23 00:00:00-04:00,0.0625
2014-01-29 00:00:00-05:00,0.0625
2014-04-23 00:00:00-04:00,0.0625
2014-07-23 00:00:00-04:00,0.0625
2014-10-22 00:00:00-04:00,0.0625
2015-01-28 00:00:00-05:00,0.07
2015-04-24 00:00:00-04:00,0.07
2015-07-24 00:00:00-04:00,0.07
2015-10-23 00:00:00-04:00,0.07
2016-01-27 00:00:00-05:00,0.075
2016-04-22 00:00:00-04:00,0.075
2016-07-22 00:00:00-04:00,0.075
2016-10-21 00:00:00-04:00,0.075
2017-01-30 00:00:00-05:00,0.08
2017-04-24 00:00:00-04:00,0.08
2017-07-24 00:00:00-04:00,0.08
2017-10-24 00:00:00-04:00,0.08
2018-01-30 00:00:00-05:00,0.0925
2018-04-24 00:00:00-04:00,0.0925
2018-07-24 00:00:00-04:00,0.1
2018-10-23 00:00:00-04:00,0.1
2019-01-30 00:00:00-05:00,0.1075
2019-04-23 00:00:00-04:00,0.1075
2019-07-24 00:00:00-04:00,0.11
2019-10-24 00:00:00-04:00,0.11
2020-01-30 00:00:00-05:00,0.125
2020-04-27 00:00:00-04:00,0.125
2020-07-27 00:00:00-04:00,0.125
2020-10-26 00:00:00-04:00,0.125
2020-12-01 00:00:00-05:00,0.2
2021-02-02 00:00:00-05:00,0.14
2021-04-23 00:00:00-04:00,0.14
2021-07-26 00:00:00-04:00,0.14
2021-10-25 00:00:00-04:00,0.14
2022-02-01 00:00:00-05:00,0.155
2022-04-26 00:00:00-04:00,0.155
2022-07-26 00:00:00-04:00,0.155
2022-10-26 00:00:00-04:00,0.155
2023-02-01 00:00:00-05:00,0.175
2023-04-26 00:00:00-04:00,0.175
2023-07-26 00:00:00-04:00,0.175
2023-10-25 00:00:00-04:00,0.175
2023-12-05 00:00:00-05:00,0.19
2024-01-31 00:00:00-05:00,0.195
2024-04-24 00:00:00-04:00,0.195
2024-07-26 00:00:00-04:00,0.195
2024-10-25 00:00:00-04:00,0.195
2025-01-31 00:00:00-05:00,0.215
2025-04-25 00:00:00-04:00,0.22
2025-07-29 00:00:00-04:00,0.22
2025-10-28 00:00:00-04:00,0.22
2026-01-29 00:00:00-05:00,0.24
