period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2193790510,2167000000,2217012110,11,1959400000,0.1196
+1q,2301902090,2245000000,2335000000,11,2080300000,0.1065
0y,9027674460,8758000000,9186368000,14,8200500000,0.1009
+1y,9816635980,9371000000,10132865000,14,9027674460,0.0874
