,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.24,0.237,0.241,0.245
Normalized EBITDA,1840400000.0,1690800000.0,1710100000.0,1630900000.0
Net Income From Continuing Operation Net Minority Interest,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Reconciled Depreciation,179200000.0,175400000.0,177300000.0,176600000.0
Reconciled Cost Of Revenue,4509300000.0,4144100000.0,3992200000.0,3764800000.0
EBITDA,1840400000.0,1690800000.0,1710100000.0,1630900000.0
EBIT,1661200000.0,1515400000.0,1532800000.0,1454300000.0
Net Interest Income,-700000.0,-1900000.0,-6700000.0,-13600000.0
Interest Expense,6200000.0,7300000.0,10800000.0,14300000.0
Interest Income,5500000.0,5400000.0,4100000.0,700000.0
Normalized Income,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Net Income From Continuing And Discontinued Operation,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Total Expenses,6544800000.0,6036000000.0,5818000000.0,5527000000.0
Total Operating Income As Reported,1655700000.0,1510000000.0,1528700000.0,1453600000.0
Diluted Average Shares,1150300000.0,1148600000.0,1146000000.0,1151200000.0
Basic Average Shares,1147600000.0,1145400000.0,1142600000.0,1147600000.0
Diluted EPS,1.09,1.0,1.01,0.945
Basic EPS,1.1,1.005,1.01,0.945
Diluted NI Availto Com Stockholders,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Net Income Common Stockholders,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Net Income,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Net Income Including Noncontrolling Interests,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Net Income Continuous Operations,1258400000.0,1150600000.0,1155000000.0,1086900000.0
Tax Provision,396600000.0,357500000.0,367000000.0,353100000.0
Pretax Income,1655000000.0,1508100000.0,1522000000.0,1440000000.0
Net Non Operating Interest Income Expense,-700000.0,-1900000.0,-6700000.0,-13600000.0
Interest Expense Non Operating,6200000.0,7300000.0,10800000.0,14300000.0
Interest Income Non Operating,5500000.0,5400000.0,4100000.0,700000.0
Operating Income,1655700000.0,1510000000.0,1528700000.0,1453600000.0
Operating Expense,2035500000.0,1891900000.0,1825800000.0,1762200000.0
Selling General And Administration,2035500000.0,1891900000.0,1825800000.0,1762200000.0
Gross Profit,3691200000.0,3401900000.0,3354500000.0,3215800000.0
Cost Of Revenue,4509300000.0,4144100000.0,3992200000.0,3764800000.0
Total Revenue,8200500000.0,7546000000.0,7346700000.0,6980600000.0
Operating Revenue,8200500000.0,7546000000.0,7346700000.0,6980600000.0
