,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-02-28,Fidelity Select Portfolios-Select Semiconductors Portfolio,0.0359,9071300,1757020119,0.0032
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0251,6346145,1229184840,0.0202
2,2026-02-28,Fidelity Select Portfolios-Technology Portfolio,0.0249,6292307,1218756958,0.0
3,2026-01-31,"Invesco QQQ Trust, Series 1",0.0217,5482608,1061926356,-0.0291
4,2026-01-31,iShares Trust-iShares Semiconductor ETF,0.014400001,3642927,705598539,0.0335
5,2025-11-30,MFS SERIES TRUST I-MFS Value Fund,0.0128999995,3255260,630511317,-0.025
6,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128,3235378,626660372,-0.0104
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,3202867,620363317,0.0017
8,2025-12-31,JPMorgan Trust I-JPMorgan U.S. Equity Fund,0.0117999995,2970848,575423556,-0.16700001
9,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117,2956089,572564885,-0.0231
