,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,277000000.0,1546000000.0,1120000000.0,268000000.0,139000000.0,
Repurchase Of Capital Stock,,,,,,27000000.0
Repayment Of Debt,-3901000000.0,-2603000000.0,-2308000000.0,-3702000000.0,-8612000000.0,
Issuance Of Debt,6449000000.0,3035000000.0,5728000000.0,11025000000.0,8811000000.0,
Issuance Of Capital Stock,10000000.0,2006000000.0,11000000.0,11000000.0,,
Capital Expenditure,-2222000000.0,-2482000000.0,-2069000000.0,-2501000000.0,-1842000000.0,
Interest Paid Supplemental Data,878000000.0,1121000000.0,871000000.0,631000000.0,813000000.0,
End Cash Position,3006000000.0,2714000000.0,1982000000.0,2550000000.0,1402000000.0,
Beginning Cash Position,2714000000.0,1982000000.0,2550000000.0,1402000000.0,2574000000.0,
Effect Of Exchange Rate Changes,2000000.0,-4000000.0,7000000.0,0.0,-14000000.0,
Changes In Cash,290000000.0,736000000.0,-575000000.0,1148000000.0,-1158000000.0,
Financing Cash Flow,3003000000.0,1816000000.0,2057000000.0,6103000000.0,741000000.0,
Cash Flow From Continuing Financing Activities,3003000000.0,1816000000.0,2057000000.0,6103000000.0,741000000.0,
Net Other Financing Charges,1626000000.0,545000000.0,-208000000.0,-65000000.0,1546000000.0,
Cash Dividends Paid,-1181000000.0,-1167000000.0,-1166000000.0,-1166000000.0,-1059000000.0,
Common Stock Dividend Paid,-1181000000.0,-1167000000.0,-1166000000.0,-1166000000.0,-1059000000.0,
Net Common Stock Issuance,10000000.0,2006000000.0,11000000.0,11000000.0,55000000.0,
Common Stock Payments,,,,,,27000000.0
Common Stock Issuance,10000000.0,2006000000.0,11000000.0,11000000.0,,
Net Issuance Payments Of Debt,2548000000.0,432000000.0,3420000000.0,7323000000.0,199000000.0,
Net Short Term Debt Issuance,-2799000000.0,568000000.0,2572000000.0,335000000.0,-7223000000.0,
Short Term Debt Payments,-1100000000.0,-217000000.0,0.0,-850000000.0,-7440000000.0,
Short Term Debt Issuance,-1699000000.0,785000000.0,2572000000.0,1185000000.0,217000000.0,
Net Long Term Debt Issuance,5347000000.0,-136000000.0,848000000.0,6988000000.0,7422000000.0,
Long Term Debt Payments,-2801000000.0,-2386000000.0,-2308000000.0,-2852000000.0,-1172000000.0,
Long Term Debt Issuance,8148000000.0,2250000000.0,3156000000.0,9840000000.0,8594000000.0,
Investing Cash Flow,-5212000000.0,-5108000000.0,-5821000000.0,-7724000000.0,-3880000000.0,
Cash Flow From Continuing Investing Activities,-5212000000.0,-5108000000.0,-5821000000.0,-7724000000.0,-3880000000.0,
Net Other Investing Changes,69000000.0,27000000.0,7000000.0,15000000.0,16000000.0,
Net Investment Purchase And Sale,-3059000000.0,-2653000000.0,-3759000000.0,-5238000000.0,-2054000000.0,
Sale Of Investment,1320000000.0,2077000000.0,1624000000.0,1495000000.0,2578000000.0,
Purchase Of Investment,-4379000000.0,-4730000000.0,-5383000000.0,-6733000000.0,-4632000000.0,
Net PPE Purchase And Sale,-242000000.0,-32000000.0,-126000000.0,-153000000.0,-65000000.0,
Purchase Of PPE,-242000000.0,-32000000.0,-126000000.0,-153000000.0,-65000000.0,
Capital Expenditure Reported,-1980000000.0,-2450000000.0,-1943000000.0,-2348000000.0,-1777000000.0,
Operating Cash Flow,2499000000.0,4028000000.0,3189000000.0,2769000000.0,1981000000.0,
Cash Flow From Continuing Operating Activities,2499000000.0,4028000000.0,3189000000.0,2769000000.0,1981000000.0,
Dividend Received Cfo,93000000.0,172000000.0,58000000.0,123000000.0,170000000.0,
Change In Working Capital,-473000000.0,46000000.0,44000000.0,10000000.0,-689000000.0,
Change In Other Current Liabilities,-134000000.0,383000000.0,889000000.0,-151000000.0,-117000000.0,
Change In Other Current Assets,-339000000.0,-337000000.0,-845000000.0,161000000.0,-572000000.0,
Other Non Cash Items,-63000000.0,77000000.0,-87000000.0,-188000000.0,-296000000.0,
Deferred Tax,913000000.0,52000000.0,-112000000.0,-400000000.0,758000000.0,
Deferred Income Tax,913000000.0,52000000.0,-112000000.0,-400000000.0,758000000.0,
Depreciation Amortization Depletion,1715000000.0,2193000000.0,1857000000.0,1176000000.0,1582000000.0,
Depreciation And Amortization,1715000000.0,2193000000.0,1857000000.0,1176000000.0,1582000000.0,
Depreciation,1715000000.0,2193000000.0,1857000000.0,1176000000.0,1582000000.0,
Operating Gains Losses,-672000000.0,-647000000.0,-211000000.0,1584000000.0,-310000000.0,
Earnings Losses From Equity Investments,-82000000.0,-203000000.0,-177000000.0,646000000.0,845000000.0,
Gain Loss On Investment Securities,-600000000.0,-204000000.0,39000000.0,964000000.0,-1006000000.0,
Net Foreign Currency Exchange Gain Loss,83000000.0,-29000000.0,48000000.0,8000000.0,-84000000.0,
Gain Loss On Sale Of Business,-73000000.0,-211000000.0,-121000000.0,-34000000.0,-65000000.0,
Net Income From Continuing Operations,1093000000.0,2135000000.0,1640000000.0,464000000.0,873000000.0,
