period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7232291340,6160000000,8747970000,8,6247000000,0.1577
+1q,7902636080,6810000000,9310090000,8,6700000000,0.17950001
0y,31764197750,28782600000,35298608410,17,27412000000,0.1588
+1y,34452056950,29933904000,39332633000,17,31764197750,0.0846
