period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.2268,3.09,3.32,2.71,21,0.1907
+1q,4.35975,3.95,4.99,4.38,20,-0.0046
0y,17.93003,16.61,18.78,15.64,27,0.1464
+1y,20.5225,18.86,22.03,17.93003,26,0.1446
