period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,-0.29573,-0.53,-0.13,0.02,13,-15.7865
+1q,0.40537,-0.12,1.49,-0.42,13,1.9652001
0y,0.38967,-0.85,2.02,-0.94,18,1.4145
+1y,1.2179,0.12,2.25,0.38967,15,2.1255
