period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.11492,1.09636,1.138,0.82,18,0.35970002
+1q,1.27726,1.23,1.30682,1.05,18,0.2164
0y,4.74848,4.65,4.85421,3.76,21,0.2629
+1y,5.56248,5.34582,5.87974,4.74848,21,0.1714
