,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,464000000.0,-572000000.0,901000000.0,505000000.0,131000000.0,
Repurchase Of Capital Stock,0.0,-5021000000.0,-310000000.0,-330000000.0,-330000000.0,
Repayment Of Debt,-287000000.0,-1146000000.0,0.0,92000000.0,-594000000.0,
Issuance Of Debt,116000000.0,707000000.0,-75000000.0,-248000000.0,1381000000.0,
Capital Expenditure,-80000000.0,-130000000.0,-94000000.0,-94000000.0,-116000000.0,
End Cash Position,552000000.0,379000000.0,731000000.0,795000000.0,1237000000.0,
Other Cash Adjustment Outside Changein Cash,-21000000.0,6000000.0,-2000000.0,-2000000.0,-21000000.0,
Beginning Cash Position,398000000.0,731000000.0,795000000.0,1237000000.0,767000000.0,
Effect Of Exchange Rate Changes,5000000.0,-43000000.0,-201000000.0,-169000000.0,154000000.0,
Changes In Cash,170000000.0,-315000000.0,139000000.0,-271000000.0,337000000.0,
Other Cash Adjustment Inside Changein Cash,0.0,-258000000.0,0.0,-1000000.0,4000000.0,
Financing Cash Flow,-464000000.0,-6103000000.0,-746000000.0,-740000000.0,201000000.0,
Cash From Discontinued Financing Activities,,-430000000.0,-109000000.0,-65000000.0,0.0,
Cash Flow From Continuing Financing Activities,-464000000.0,-5673000000.0,-637000000.0,-675000000.0,201000000.0,
Net Other Financing Charges,-48000000.0,101000000.0,-13000000.0,-49000000.0,-11000000.0,
Proceeds From Stock Option Exercised,,,4000000.0,,,
Cash Dividends Paid,-245000000.0,-243000000.0,-243000000.0,-245000000.0,-245000000.0,
Common Stock Dividend Paid,,-243000000.0,-243000000.0,-245000000.0,-245000000.0,-247000000.0
Net Common Stock Issuance,0.0,-5021000000.0,-310000000.0,-330000000.0,-330000000.0,
Common Stock Payments,0.0,-5021000000.0,-310000000.0,-330000000.0,-330000000.0,
Net Issuance Payments Of Debt,-171000000.0,-401000000.0,-75000000.0,-156000000.0,787000000.0,
Net Short Term Debt Issuance,-186000000.0,-245000000.0,-75000000.0,346000000.0,12000000.0,
Short Term Debt Payments,-186000000.0,,,,,
Short Term Debt Issuance,,,-75000000.0,346000000.0,12000000.0,
Net Long Term Debt Issuance,15000000.0,-156000000.0,0.0,-502000000.0,775000000.0,
Long Term Debt Payments,-101000000.0,-1146000000.0,0.0,92000000.0,-594000000.0,
Long Term Debt Issuance,116000000.0,990000000.0,0.0,-594000000.0,1369000000.0,
Investing Cash Flow,90000000.0,6488000000.0,-110000000.0,-129000000.0,-115000000.0,
Cash From Discontinued Investing Activities,0.0,6598000000.0,-25000000.0,-17000000.0,-10000000.0,
Cash Flow From Continuing Investing Activities,90000000.0,-110000000.0,-85000000.0,-112000000.0,-105000000.0,
Net Other Investing Changes,-37000000.0,-12000000.0,9000000.0,-18000000.0,11000000.0,
Net Business Purchase And Sale,207000000.0,,,,0.0,341000000.0
Sale Of Business,207000000.0,,,,0.0,344000000.0
Capital Expenditure Reported,-80000000.0,-130000000.0,-94000000.0,-94000000.0,-116000000.0,
Operating Cash Flow,544000000.0,-442000000.0,995000000.0,599000000.0,247000000.0,
Cash From Discontinued Operating Activities,-67000000.0,-1410000000.0,208000000.0,49000000.0,-2000000.0,
Cash Flow From Continuing Operating Activities,611000000.0,968000000.0,787000000.0,550000000.0,249000000.0,
Change In Working Capital,-143000000.0,-302000000.0,-14000000.0,-133000000.0,-279000000.0,
Change In Other Working Capital,-3000000.0,-1000000.0,5000000.0,-5000000.0,2000000.0,
Change In Other Current Assets,88000000.0,-292000000.0,-76000000.0,-42000000.0,-171000000.0,
Change In Payables And Accrued Expense,-187000000.0,119000000.0,281000000.0,117000000.0,-379000000.0,
Change In Payable,-187000000.0,119000000.0,281000000.0,117000000.0,-379000000.0,
Change In Account Payable,-175000000.0,663000000.0,258000000.0,180000000.0,-407000000.0,
Change In Tax Payable,-12000000.0,-544000000.0,23000000.0,-63000000.0,28000000.0,
Change In Income Tax Payable,-12000000.0,-544000000.0,23000000.0,-63000000.0,28000000.0,
Change In Inventory,-112000000.0,4000000.0,-52000000.0,-12000000.0,-15000000.0,
Change In Receivables,71000000.0,-132000000.0,-172000000.0,-191000000.0,284000000.0,
Changes In Account Receivables,71000000.0,-132000000.0,-172000000.0,-191000000.0,284000000.0,
Other Non Cash Items,61000000.0,306000000.0,-1000000.0,49000000.0,16000000.0,
Stock Based Compensation,34000000.0,33000000.0,48000000.0,31000000.0,28000000.0,
Deferred Tax,21000000.0,341000000.0,-39000000.0,-53000000.0,-54000000.0,
Deferred Income Tax,21000000.0,341000000.0,-39000000.0,-53000000.0,-54000000.0,
Depreciation Amortization Depletion,164000000.0,280000000.0,190000000.0,202000000.0,193000000.0,
Depreciation And Amortization,164000000.0,280000000.0,190000000.0,202000000.0,193000000.0,
Operating Gains Losses,-82000000.0,40000000.0,-15000000.0,-21000000.0,-16000000.0,
Pension And Employee Benefit Expense,-12000000.0,42000000.0,-15000000.0,-21000000.0,-16000000.0,
Earnings Losses From Equity Investments,,,,,,42000000.0
Gain Loss On Sale Of Business,-70000000.0,,,,0.0,
Net Income From Continuing Operations,556000000.0,270000000.0,618000000.0,475000000.0,361000000.0,
