period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,10.22417,9.98,10.63,9.86,18,0.0369
+1q,10.96696,10.79,11.15,9.97,17,0.1
0y,43.6676,43.08,44.26,39.48,20,0.10609999
+1y,48.57879,46.01,50.88,43.6676,18,0.1125
