period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4568660170,4524578590,4634000000,15,4306000000,0.061
+1q,4802480930,4763000000,4855000000,15,4554000000,0.0546
0y,18953101980,18801000000,19092000000,18,17942000000,0.056399997
+1y,20282132660,19975712950,20697000000,17,18953101980,0.0701
