,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.255967,0.230263,0.239,0.248
Normalized EBITDA,2765000000.0,2898000000.0,2807000000.0,2444000000.0
Net Income From Continuing Operation Net Minority Interest,1706000000.0,1909000000.0,1829000000.0,1547000000.0
Reconciled Depreciation,254000000.0,237000000.0,214000000.0,205000000.0
Reconciled Cost Of Revenue,10933000000.0,10410000000.0,9982000000.0,9379000000.0
EBITDA,2765000000.0,2898000000.0,2807000000.0,2444000000.0
EBIT,2511000000.0,2661000000.0,2593000000.0,2239000000.0
Net Interest Income,-81000000.0,-77000000.0,-93000000.0,-93000000.0
Interest Expense,81000000.0,77000000.0,93000000.0,93000000.0
Normalized Income,1706000000.0,1909000000.0,1829000000.0,1547000000.0
Net Income From Continuing And Discontinued Operation,1706000000.0,1909000000.0,1829000000.0,1547000000.0
Total Expenses,15447000000.0,14531000000.0,13913000000.0,13013000000.0
Total Operating Income As Reported,2495000000.0,2637000000.0,2565000000.0,2215000000.0
Diluted Average Shares,48000000.0,49000000.0,50100000.0,51100000.0
Basic Average Shares,47900000.0,48900000.0,49900000.0,50900000.0
Diluted EPS,35.4,38.71,36.23,30.06
Basic EPS,35.47,38.84,36.39,30.22
Diluted NI Availto Com Stockholders,1706000000.0,1909000000.0,1829000000.0,1547000000.0
Net Income Common Stockholders,1706000000.0,1909000000.0,1829000000.0,1547000000.0
Net Income,1706000000.0,1909000000.0,1829000000.0,1547000000.0
Minority Interests,-102000000.0,-80000000.0,-74000000.0,-66000000.0
Net Income Including Noncontrolling Interests,1808000000.0,1989000000.0,1903000000.0,1613000000.0
Net Income Continuous Operations,1808000000.0,1989000000.0,1903000000.0,1613000000.0
Tax Provision,622000000.0,595000000.0,597000000.0,533000000.0
Pretax Income,2430000000.0,2584000000.0,2500000000.0,2146000000.0
Other Income Expense,16000000.0,24000000.0,28000000.0,24000000.0
Other Non Operating Income Expenses,16000000.0,24000000.0,28000000.0,24000000.0
Net Non Operating Interest Income Expense,-81000000.0,-77000000.0,-93000000.0,-93000000.0
Interest Expense Non Operating,81000000.0,77000000.0,93000000.0,93000000.0
Operating Income,2495000000.0,2637000000.0,2565000000.0,2215000000.0
Operating Expense,4514000000.0,4121000000.0,3931000000.0,3634000000.0
Selling General And Administration,4514000000.0,4121000000.0,3931000000.0,3634000000.0
Gross Profit,7009000000.0,6758000000.0,6496000000.0,5849000000.0
Cost Of Revenue,10933000000.0,10410000000.0,9982000000.0,9379000000.0
Total Revenue,17942000000.0,17168000000.0,16478000000.0,15228000000.0
Operating Revenue,17942000000.0,17168000000.0,16478000000.0,15228000000.0
