period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,836221840,813100000,857758770,11,745826000,0.121199995
+1q,859094010,841300000,872000000,11,772679000,0.1118
0y,3460188200,3413000000,3515676320,14,3134459000,0.1039
+1y,3754383400,3692100000,3848081640,14,3460188200,0.085
