period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.78365,2.74,2.82,0.67,6,3.1547
+1q,3.64169,2.89981,4.09,2.6,6,0.4007
0y,12.27989,9.87,14.05,7.52,7,0.633
+1y,13.4174,10.92,15.6,12.27989,9,0.0926
