,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-188000000.0,806000000.0,4898000000.0,8124000000.0
Repurchase Of Capital Stock,-700000000.0,-2217000000.0,-1554000000.0,-2763000000.0
Repayment Of Debt,-1015000000.0,-10000000.0,-10000000.0,-1111000000.0
Issuance Of Debt,1217000000.0,0.0,0.0,2092000000.0
Capital Expenditure,-3422000000.0,-3173000000.0,-2214000000.0,-1948000000.0
End Cash Position,2260000000.0,3558000000.0,6387000000.0,4361000000.0
Beginning Cash Position,3558000000.0,6387000000.0,4361000000.0,2509000000.0
Effect Of Exchange Rate Changes,9000000.0,-16000000.0,3000000.0,-6000000.0
Changes In Cash,-1307000000.0,-2813000000.0,2023000000.0,1858000000.0
Financing Cash Flow,-1315000000.0,-3058000000.0,-2593000000.0,-2511000000.0
Cash Flow From Continuing Financing Activities,-1315000000.0,-3058000000.0,-2593000000.0,-2511000000.0
Net Other Financing Charges,-208000000.0,-418000000.0,-501000000.0,-159000000.0
Proceeds From Stock Option Exercised,5000000.0,4000000.0,12000000.0,23000000.0
Cash Dividends Paid,-512000000.0,-522000000.0,-515000000.0,-534000000.0
Common Stock Dividend Paid,-512000000.0,-522000000.0,-515000000.0,-534000000.0
Net Common Stock Issuance,-700000000.0,-2217000000.0,-1554000000.0,-2763000000.0
Common Stock Payments,-700000000.0,-2217000000.0,-1554000000.0,-2763000000.0
Net Issuance Payments Of Debt,100000000.0,95000000.0,-35000000.0,922000000.0
Net Short Term Debt Issuance,-102000000.0,105000000.0,-25000000.0,-59000000.0
Net Long Term Debt Issuance,202000000.0,-10000000.0,-10000000.0,981000000.0
Long Term Debt Payments,-1015000000.0,-10000000.0,-10000000.0,-1111000000.0
Long Term Debt Issuance,1217000000.0,0.0,0.0,2092000000.0
Investing Cash Flow,-3226000000.0,-3734000000.0,-2496000000.0,-5703000000.0
Cash Flow From Continuing Investing Activities,-3226000000.0,-3734000000.0,-2496000000.0,-5703000000.0
Net Other Investing Changes,-1000000.0,-12000000.0,-36000000.0,-10000000.0
Net Investment Purchase And Sale,155000000.0,191000000.0,-155000000.0,-324000000.0
Sale Of Investment,1140000000.0,1487000000.0,1317000000.0,590000000.0
Purchase Of Investment,-985000000.0,-1296000000.0,-1472000000.0,-914000000.0
Net Business Purchase And Sale,-3000000.0,-757000000.0,-106000000.0,-3453000000.0
Sale Of Business,0.0,1000000.0,0.0,100000000.0
Purchase Of Business,-3000000.0,-758000000.0,-106000000.0,-3553000000.0
Net PPE Purchase And Sale,45000000.0,17000000.0,15000000.0,32000000.0
Sale Of PPE,45000000.0,17000000.0,15000000.0,32000000.0
Capital Expenditure Reported,-3422000000.0,-3173000000.0,-2214000000.0,-1948000000.0
Operating Cash Flow,3234000000.0,3979000000.0,7112000000.0,10072000000.0
Cash Flow From Continuing Operating Activities,3234000000.0,3979000000.0,7112000000.0,10072000000.0
Dividend Received Cfo,46000000.0,25000000.0,34000000.0,57000000.0
Change In Working Capital,-636000000.0,156000000.0,858000000.0,693000000.0
Change In Other Working Capital,76000000.0,25000000.0,199000000.0,-429000000.0
Change In Payables And Accrued Expense,82000000.0,-706000000.0,70000000.0,-341000000.0
Change In Accrued Expense,2000000.0,-385000000.0,-291000000.0,155000000.0
Change In Payable,80000000.0,-321000000.0,361000000.0,-496000000.0
Change In Account Payable,80000000.0,-321000000.0,361000000.0,-496000000.0
Change In Inventory,-366000000.0,518000000.0,-75000000.0,962000000.0
Change In Receivables,-428000000.0,319000000.0,664000000.0,501000000.0
Changes In Account Receivables,-428000000.0,319000000.0,664000000.0,501000000.0
Stock Based Compensation,133000000.0,132000000.0,130000000.0,137000000.0
Deferred Tax,161000000.0,-116000000.0,21000000.0,-47000000.0
Deferred Income Tax,161000000.0,-116000000.0,21000000.0,-47000000.0
Depreciation Amortization Depletion,1480000000.0,1356000000.0,1169000000.0,1062000000.0
Depreciation And Amortization,1480000000.0,1356000000.0,1169000000.0,1062000000.0
Amortization Cash Flow,254000000.0,262000000.0,238000000.0,235000000.0
Amortization Of Intangibles,254000000.0,262000000.0,238000000.0,235000000.0
Depreciation,1226000000.0,1094000000.0,931000000.0,827000000.0
Operating Gains Losses,12000000.0,107000000.0,-13000000.0,91000000.0
Earnings Losses From Equity Investments,-35000000.0,-30000000.0,-13000000.0,-11000000.0
Net Income From Continuing Operations,2038000000.0,2319000000.0,4913000000.0,8079000000.0
