period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,9910728620,9739787060,10166943800,8,9301000000,0.0656
+1q,10747279150,10617924960,10895000000,8,10140000000,0.059899997
0y,43698869200,42958034720,44571855000,16,40648000000,0.075100005
+1y,46716528010,45252625780,48100927600,15,43698869200,0.0691
