,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,10664000000.0,10773000000.0,7883000000.0,9726000000.0,
Repurchase Of Capital Stock,,0.0,0.0,-209000000.0,-775000000.0
Repayment Of Debt,-5538000000.0,-9865000000.0,-8153000000.0,-7519000000.0,
Issuance Of Debt,7244000000.0,8242000000.0,11855000000.0,21695000000.0,
Capital Expenditure,-1569000000.0,-1444000000.0,-1321000000.0,-1077000000.0,
Interest Paid Supplemental Data,1688000000.0,1559000000.0,1342000000.0,717000000.0,
Income Tax Paid Supplemental Data,3852000000.0,3178000000.0,2952000000.0,2751000000.0,
End Cash Position,4892000000.0,4254000000.0,3146000000.0,3217000000.0,
Beginning Cash Position,4254000000.0,3146000000.0,3217000000.0,4500000000.0,
Effect Of Exchange Rate Changes,504000000.0,-536000000.0,-95000000.0,-213000000.0,
Changes In Cash,134000000.0,1644000000.0,24000000.0,-1070000000.0,
Financing Cash Flow,-8132000000.0,-9481000000.0,-5582000000.0,3806000000.0,
Cash Flow From Continuing Financing Activities,-8132000000.0,-9481000000.0,-5582000000.0,3806000000.0,
Net Other Financing Charges,-1214000000.0,339000000.0,-1320000000.0,-2349000000.0,
Cash Dividends Paid,-8624000000.0,-8197000000.0,-7964000000.0,-7812000000.0,
Common Stock Dividend Paid,-8624000000.0,-8197000000.0,-7964000000.0,-7812000000.0,
Net Common Stock Issuance,,0.0,0.0,-209000000.0,-775000000.0
Common Stock Payments,,0.0,0.0,-209000000.0,-775000000.0
Net Issuance Payments Of Debt,1706000000.0,-1623000000.0,3702000000.0,14176000000.0,
Net Short Term Debt Issuance,19000000.0,-1794000000.0,724000000.0,1015000000.0,
Short Term Debt Payments,-170000000.0,-1894000000.0,-1172000000.0,-795000000.0,
Short Term Debt Issuance,189000000.0,100000000.0,1896000000.0,1810000000.0,
Net Long Term Debt Issuance,1687000000.0,171000000.0,2978000000.0,13161000000.0,
Long Term Debt Payments,-5368000000.0,-7971000000.0,-6981000000.0,-6724000000.0,
Long Term Debt Issuance,7055000000.0,8142000000.0,9959000000.0,19885000000.0,
Investing Cash Flow,-3967000000.0,-1092000000.0,-3598000000.0,-15679000000.0,
Cash Flow From Continuing Investing Activities,-3967000000.0,-1092000000.0,-3598000000.0,-15679000000.0,
Net Other Investing Changes,-2279000000.0,429000000.0,-2357000000.0,-606000000.0,
Net Investment Purchase And Sale,-86000000.0,-132000000.0,0.0,284000000.0,
Sale Of Investment,116000000.0,0.0,0.0,,
Purchase Of Investment,-202000000.0,-132000000.0,0.0,,
Net Business Purchase And Sale,-33000000.0,55000000.0,80000000.0,-13996000000.0,
Sale Of Business,30000000.0,179000000.0,191000000.0,0.0,
Purchase Of Business,,0.0,0.0,-13976000000.0,-2111000000.0
Capital Expenditure Reported,-1569000000.0,-1444000000.0,-1321000000.0,-1077000000.0,
Operating Cash Flow,12233000000.0,12217000000.0,9204000000.0,10803000000.0,
Cash Flow From Continuing Operating Activities,12233000000.0,12217000000.0,9204000000.0,10803000000.0,
Change In Working Capital,-1808000000.0,677000000.0,-1300000000.0,162000000.0,
Change In Other Working Capital,-266000000.0,-62000000.0,-232000000.0,-261000000.0,
Change In Payables And Accrued Expense,107000000.0,925000000.0,-520000000.0,2581000000.0,
Change In Accrued Expense,-151000000.0,628000000.0,-232000000.0,1862000000.0,
Change In Payable,258000000.0,297000000.0,-288000000.0,719000000.0,
Change In Account Payable,258000000.0,297000000.0,-288000000.0,719000000.0,
Change In Tax Payable,,,-232000000.0,-261000000.0,-260000000.0
Change In Income Tax Payable,,,-232000000.0,-261000000.0,-260000000.0
Change In Inventory,-1201000000.0,552000000.0,-862000000.0,-1287000000.0,
Change In Receivables,-448000000.0,-738000000.0,314000000.0,-871000000.0,
Other Non Cash Items,909000000.0,-176000000.0,488000000.0,159000000.0,
Asset Impairment Charge,41000000.0,2343000000.0,680000000.0,112000000.0,
Deferred Tax,-847000000.0,-123000000.0,-330000000.0,-234000000.0,
Deferred Income Tax,-847000000.0,-123000000.0,-330000000.0,-234000000.0,
Depreciation Amortization Depletion,1996000000.0,1787000000.0,1398000000.0,1077000000.0,
Depreciation And Amortization,1996000000.0,1787000000.0,1398000000.0,1077000000.0,
Operating Gains Losses,94000000.0,206000000.0,,,
Gain Loss On Sale Of Business,94000000.0,206000000.0,0.0,0.0,
Net Income From Continuing Operations,11848000000.0,7503000000.0,8268000000.0,9527000000.0,
