period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.83683,1.8138,1.89,1.69,9,0.086899996
+1q,2.14734,2.081,2.21,1.91,9,0.1243
0y,8.4472,8.2,8.60133,7.54,17,0.120299995
+1y,9.19898,8.93,9.4798,8.4472,17,0.088999994
