,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.191,0.146,0.163023,0.124488
Normalized EBITDA,543177000.0,466467000.0,392632000.0,388013000.0
Net Income From Continuing Operation Net Minority Interest,315603000.0,263026000.0,165919000.0,164240000.0
Reconciled Depreciation,147864000.0,152369000.0,170767000.0,172041000.0
Reconciled Cost Of Revenue,1157195000.0,1109300000.0,994517000.0,955663000.0
EBITDA,543177000.0,466467000.0,392632000.0,388013000.0
EBIT,395313000.0,314098000.0,221865000.0,215972000.0
Net Interest Income,-4995000.0,-5931000.0,-23629000.0,-28379000.0
Interest Expense,4995000.0,5931000.0,23629000.0,28379000.0
Normalized Income,315603000.0,263026000.0,165919000.0,164240000.0
Net Income From Continuing And Discontinued Operation,315603000.0,263026000.0,165919000.0,164240000.0
Total Expenses,1974664000.0,1838277000.0,1733214000.0,1635955000.0
Total Operating Income As Reported,357676000.0,299526000.0,218537000.0,214249000.0
Diluted Average Shares,43812000.0,43497000.0,42769000.0,42399000.0
Basic Average Shares,43095000.0,42611000.0,42024000.0,41544000.0
Diluted EPS,7.2,6.05,3.88,3.87
Basic EPS,7.32,6.17,3.95,3.95
Diluted NI Availto Com Stockholders,315603000.0,263026000.0,165919000.0,164240000.0
Net Income Common Stockholders,315603000.0,263026000.0,165919000.0,164240000.0
Net Income,315603000.0,263026000.0,165919000.0,164240000.0
Net Income Including Noncontrolling Interests,315603000.0,263026000.0,165919000.0,164240000.0
Net Income Continuous Operations,315603000.0,263026000.0,165919000.0,164240000.0
Tax Provision,74715000.0,45141000.0,32317000.0,23353000.0
Pretax Income,390318000.0,308167000.0,198236000.0,187593000.0
Other Income Expense,37637000.0,14572000.0,3328000.0,1723000.0
Other Non Operating Income Expenses,37637000.0,14572000.0,3328000.0,1723000.0
Net Non Operating Interest Income Expense,-4995000.0,-5931000.0,-23629000.0,-28379000.0
Interest Expense Non Operating,4995000.0,5931000.0,23629000.0,28379000.0
Operating Income,357676000.0,299526000.0,218537000.0,214249000.0
Operating Expense,726024000.0,636235000.0,642562000.0,569614000.0
Depreciation Amortization Depletion Income Statement,56419000.0,59627000.0,74632000.0,61363000.0
Depreciation And Amortization In Income Statement,56419000.0,59627000.0,74632000.0,61363000.0
Amortization,56419000.0,59627000.0,74632000.0,61363000.0
Amortization Of Intangibles Income Statement,56419000.0,59627000.0,74632000.0,61363000.0
Research And Development,204588000.0,117939000.0,109585000.0,105184000.0
Selling General And Administration,465017000.0,458669000.0,458345000.0,403067000.0
Selling And Marketing Expense,148570000.0,157731000.0,149770000.0,135743000.0
General And Administrative Expense,316447000.0,300938000.0,308575000.0,267324000.0
Other Gand A,316447000.0,300938000.0,308575000.0,267324000.0
Gross Profit,1083700000.0,935761000.0,861099000.0,783863000.0
Cost Of Revenue,1248640000.0,1202042000.0,1090652000.0,1066341000.0
Total Revenue,2332340000.0,2137803000.0,1951751000.0,1850204000.0
Operating Revenue,2332340000.0,2137803000.0,1951751000.0,1850204000.0
