period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.00237,2.84,3.12,2.78,22,0.08
+1q,3.19468,3.1,3.28,2.91,22,0.097799994
0y,12.53762,12.4,12.62,11.31,22,0.108500004
+1y,14.18957,13.6,14.77,12.53762,21,0.1318
