period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,608919330,603607000,614500000,21,565165000,0.0774
+1q,642084570,624294000,655562000,21,596117000,0.0771
0y,2530443960,2500000000,2559330000,21,2332340000,0.0849
+1y,2775669220,2726205000,2822074000,20,2530443960,0.09689999
