Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
1990-01-31,"[datetime.date(2026, 4, 30)]",3.12,2.84,3.00237,614500000,603607000,608919330
