period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.05308,0.54,1.72,1.21,20,-0.1297
+1q,1.6974,0.46,2.52,0.84,12,1.0207
0y,4.63583,3.64,6.88,3.92,20,0.1826
+1y,5.03526,4.13,6.349,4.63583,19,0.0862
