period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3566052950,2523000000,4356000000,7,4452000000,-0.199
+1q,4904801680,3943000000,6202035960,5,4284000000,0.1449
0y,19563501910,13834000000,24660559000,10,17188000000,0.1382
+1y,22188019130,15731277700,29587912000,9,19563501910,0.1342
