,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,713400000.0,693500000.0,-465500000.0,843600000.0,695700000.0,
Repayment Of Debt,-1486000000.0,-993200000.0,-278800000.0,0.0,-11200000.0,
Issuance Of Debt,1342700000.0,1200000000.0,2700000.0,600000.0,4983900000.0,
Issuance Of Capital Stock,17700000.0,102900000.0,43600000.0,1334800000.0,8368800000.0,
Capital Expenditure,-39600000.0,-37800000.0,-39400000.0,-28200000.0,-43600000.0,
Interest Paid Supplemental Data,92100000.0,258900000.0,91000000.0,133000000.0,56200000.0,
Income Tax Paid Supplemental Data,46200000.0,88700000.0,138800000.0,67300000.0,73900000.0,
End Cash Position,8538000000.0,8340300000.0,20806500000.0,22239600000.0,20468600000.0,
Beginning Cash Position,8340300000.0,20806500000.0,22239600000.0,20468600000.0,8295000000.0,
Effect Of Exchange Rate Changes,89800000.0,17800000.0,127800000.0,67600000.0,-208700000.0,
Changes In Cash,108500000.0,-12484000000.0,-1560900000.0,1703400000.0,12382300000.0,
Financing Cash Flow,-172900000.0,568600000.0,210300000.0,1107000000.0,12500400000.0,
Cash Flow From Continuing Financing Activities,-172900000.0,568600000.0,210300000.0,1107000000.0,12500400000.0,
Net Other Financing Charges,120200000.0,425800000.0,534500000.0,12500000.0,-709300000.0,
Cash Dividends Paid,-167500000.0,-166900000.0,-166600000.0,-166000000.0,-131800000.0,
Common Stock Dividend Paid,,,,-166000000.0,-131800000.0,
Net Common Stock Issuance,17700000.0,102900000.0,43600000.0,1334800000.0,8368800000.0,
Common Stock Issuance,17700000.0,102900000.0,43600000.0,1334800000.0,8368800000.0,
Net Issuance Payments Of Debt,-143300000.0,206800000.0,-201200000.0,-74300000.0,4972700000.0,
Net Short Term Debt Issuance,-144900000.0,,,-74900000.0,232500000.0,
Short Term Debt Payments,1058400000.0,,,,1895700000.0,
Net Long Term Debt Issuance,1600000.0,76900000.0,-276100000.0,600000.0,4740200000.0,
Long Term Debt Payments,-2544400000.0,80200000.0,-278800000.0,0.0,,
Long Term Debt Issuance,,,2700000.0,600000.0,6647100000.0,-1662000000.0
Investing Cash Flow,-471600000.0,-13783900000.0,-1345100000.0,-275400000.0,-857400000.0,
Cash Flow From Continuing Investing Activities,-471600000.0,-13783900000.0,-1345100000.0,-275400000.0,-857400000.0,
Net Other Investing Changes,9000000.0,-98600000.0,23100000.0,82500000.0,-25000000.0,
Net Investment Purchase And Sale,1100000.0,0.0,600000.0,300000.0,5600000.0,
Net Business Purchase And Sale,-442100000.0,-13647500000.0,-1329400000.0,-330000000.0,-794400000.0,
Sale Of Business,11500000.0,3300000.0,400000.0,1800000.0,-1500000.0,
Purchase Of Business,-453600000.0,-13650800000.0,-1329800000.0,-331800000.0,-792900000.0,
Capital Expenditure Reported,-39600000.0,-37800000.0,-39400000.0,-28200000.0,-43600000.0,
Operating Cash Flow,753000000.0,731300000.0,-426100000.0,871800000.0,739300000.0,
Cash Flow From Continuing Operating Activities,753000000.0,731300000.0,-426100000.0,871800000.0,739300000.0,
Change In Working Capital,180100000.0,76100000.0,-582500000.0,-212700000.0,104100000.0,
Change In Other Working Capital,-53800000.0,-96800000.0,71300000.0,-15700000.0,-155600000.0,
Change In Other Current Assets,-156400000.0,-61500000.0,-18000000.0,17900000.0,-102200000.0,
Change In Payables And Accrued Expense,204500000.0,17100000.0,-612800000.0,443200000.0,316400000.0,
Change In Accrued Expense,154400000.0,89900000.0,-548100000.0,415800000.0,321900000.0,
Change In Payable,50100000.0,-72800000.0,-64700000.0,27400000.0,-5500000.0,
Change In Tax Payable,50100000.0,-72800000.0,-64700000.0,27400000.0,-5500000.0,
Change In Income Tax Payable,50100000.0,-72800000.0,-64700000.0,27400000.0,-5500000.0,
Change In Receivables,185800000.0,217300000.0,-23000000.0,-658100000.0,45500000.0,
Changes In Account Receivables,185800000.0,217300000.0,-23000000.0,-658100000.0,45500000.0,
Other Non Cash Items,51900000.0,60100000.0,-443000000.0,34000000.0,62700000.0,
Stock Based Compensation,11700000.0,11800000.0,11600000.0,13900000.0,9800000.0,
Deferred Tax,7400000.0,26800000.0,-28800000.0,55600000.0,105900000.0,
Deferred Income Tax,7400000.0,26800000.0,-28800000.0,55600000.0,105900000.0,
Depreciation Amortization Depletion,361500000.0,276300000.0,230800000.0,253400000.0,213000000.0,
Depreciation And Amortization,361500000.0,276300000.0,230800000.0,253400000.0,213000000.0,
Amortization Cash Flow,303400000.0,222200000.0,181100000.0,209300000.0,,164700000.0
Amortization Of Intangibles,303400000.0,222200000.0,181100000.0,209300000.0,,164700000.0
Depreciation,58100000.0,54100000.0,49700000.0,44100000.0,,45300000.0
Operating Gains Losses,-13900000.0,6600000.0,19600000.0,18700000.0,-14400000.0,
Gain Loss On Investment Securities,-19300000.0,8200000.0,-6100000.0,-5800000.0,1200000.0,
Net Foreign Currency Exchange Gain Loss,5400000.0,-1600000.0,25700000.0,24500000.0,-15600000.0,
Net Income From Continuing Operations,154300000.0,273600000.0,366200000.0,708900000.0,258200000.0,
