,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1221,31390446,6860695801,0.0069999998
1,2025-12-31,JPMORGAN CHASE & CO,0.079,20313249,4439663651,-0.50060004
2,2025-12-31,Blackrock Inc.,0.0748,19239621,4205011518,0.0364
3,2025-12-31,"FMR, LLC",0.0588,15110682,3302590621,0.2057
4,2025-12-31,Capital World Investors,0.049099997,12613371,2756778334,0.0705
5,2025-12-31,State Street Corporation,0.042600002,10953598,2394018352,0.0057
6,2025-12-31,Morgan Stanley,0.030199999,7773808,1699043457,-0.0946
7,2025-12-31,NORGES BANK,0.028900001,7438704,1625803128,0.55009997
8,2025-12-31,Capital International Investors,0.024400001,6280455,1372656229,-0.1271
9,2025-12-31,"Geode Capital Management, LLC",0.0234,6014196,1314462663,0.002
