period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.43743,4.25,4.55,3.67,20,0.2091
+1q,2.89029,2.79,2.96,2.33,20,0.24049999
0y,13.21604,12.85,13.43,10.69,22,0.23629999
+1y,14.85723,14.2,15.65,13.21604,22,0.1242
