,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-985166.666667,-6106572.499279,1248800.0,-2970400.0,-8688475.390156,
Tax Rate For Calcs,0.142778,0.2113,0.223,0.188,0.22509,
Normalized EBITDA,709600000.0,812900000.0,855200000.0,1300300000.0,699300000.0,
Total Unusual Items,-6900000.0,-28900000.0,5600000.0,-15800000.0,-38600000.0,
Total Unusual Items Excluding Goodwill,-6900000.0,-28900000.0,5600000.0,-15800000.0,-38600000.0,
Net Income From Continuing Operation Net Minority Interest,151100000.0,272700000.0,365800000.0,704400000.0,258300000.0,
Reconciled Depreciation,361500000.0,276300000.0,230800000.0,253400000.0,213000000.0,
Reconciled Cost Of Revenue,2251100000.0,1971900000.0,1846300000.0,1936700000.0,1590400000.0,
EBITDA,702700000.0,784000000.0,860800000.0,1284500000.0,660700000.0,
EBIT,341200000.0,507700000.0,630000000.0,1031100000.0,447700000.0,
Net Interest Income,-161200000.0,-160800000.0,-158600000.0,-158400000.0,-101900000.0,
Interest Expense,161200000.0,160800000.0,158600000.0,158400000.0,,92900000.0
Normalized Income,157014833.333333,295493427.500721,361448800.0,717229600.0,288211524.609844,
Net Income From Continuing And Discontinued Operation,151100000.0,272700000.0,365800000.0,704400000.0,258300000.0,
Total Expenses,3280100000.0,2829000000.0,2596400000.0,2680500000.0,2242300000.0,
Diluted Average Shares,260258000.0,260408000.0,260435000.0,259421000.0,231059000.0,
Basic Average Shares,256901000.0,256618000.0,256260000.0,254819000.0,226425000.0,
Diluted EPS,0.58,1.04,1.4,2.72,1.12,
Basic EPS,0.587775,1.062669,1.427456,2.764315,1.140775,
Diluted NI Availto Com Stockholders,151100000.0,272700000.0,365800000.0,704400000.0,258300000.0,
Net Income Common Stockholders,151100000.0,272700000.0,365800000.0,704400000.0,258300000.0,
Net Income,151100000.0,272700000.0,365800000.0,704400000.0,258300000.0,
Minority Interests,-3200000.0,-900000.0,-400000.0,-4500000.0,100000.0,
Net Income Including Noncontrolling Interests,154300000.0,273600000.0,366200000.0,708900000.0,258200000.0,
Net Income Continuous Operations,154300000.0,273600000.0,366200000.0,708900000.0,258200000.0,
Tax Provision,25700000.0,73300000.0,105200000.0,163800000.0,75000000.0,
Pretax Income,180000000.0,346900000.0,471400000.0,872700000.0,333200000.0,
Other Income Expense,-6900000.0,-28900000.0,5600000.0,-15800000.0,-38600000.0,
Special Income Charges,-6900000.0,-28900000.0,5600000.0,-15800000.0,-38600000.0,
Restructuring And Mergern Acquisition,6900000.0,28900000.0,-5600000.0,15800000.0,38600000.0,
Net Non Operating Interest Income Expense,-161200000.0,-160800000.0,-158600000.0,-158400000.0,-101900000.0,
Total Other Finance Cost,,,,,,92900000.0
Interest Expense Non Operating,161200000.0,160800000.0,158600000.0,158400000.0,,92900000.0
Operating Income,348100000.0,536600000.0,624400000.0,1046900000.0,473700000.0,
Operating Expense,1029000000.0,857100000.0,750100000.0,743800000.0,651900000.0,
Other Operating Expenses,667500000.0,580800000.0,519300000.0,490400000.0,438900000.0,
Depreciation Amortization Depletion Income Statement,361500000.0,276300000.0,230800000.0,253400000.0,213000000.0,
Depreciation And Amortization In Income Statement,361500000.0,276300000.0,230800000.0,253400000.0,213000000.0,
Amortization,303400000.0,222200000.0,181100000.0,209300000.0,167000000.0,
Amortization Of Intangibles Income Statement,303400000.0,222200000.0,181100000.0,209300000.0,167000000.0,
Depreciation Income Statement,58100000.0,54100000.0,49700000.0,44100000.0,46000000.0,
Gross Profit,1377100000.0,1393700000.0,1374500000.0,1790700000.0,1125600000.0,
Cost Of Revenue,2251100000.0,1971900000.0,1846300000.0,1936700000.0,1590400000.0,
Total Revenue,3628200000.0,3365600000.0,3220800000.0,3727400000.0,2716000000.0,
Operating Revenue,3371600000.0,3132400000.0,3002400000.0,3481600000.0,2529800000.0,
