period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.335,3.8,4.96,3.5934,8,0.20639999
+1q,4.16714,3.85,4.5,3.78922,7,0.099700004
0y,16.655,15.92,17.39,14.6601,8,0.1361
+1y,17.2375,16.44,18.45,16.655,8,0.035
