period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.48315,1.34,1.59,1.44,9,0.03
+1q,0.99196,0.6,1.25272,0.89,9,0.1146
0y,5.10661,4.99,5.25411,4.69,15,0.0888
+1y,5.52919,5.4,5.75,5.10661,14,0.0828
