,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1175,76734070,7600893327,0.013300001
1,2025-12-31,Blackrock Inc.,0.088,57483639,5694041878,-0.0552
2,2025-12-31,Capital International Investors,0.0793,51777703,5128840386,-0.0424
3,2025-12-31,"Wellington Management Group, LLP",0.0714,46643525,4620274383,-0.0746
4,2025-12-31,State Street Corporation,0.0563,36810449,3646259036,0.0521
5,2025-12-31,Morgan Stanley,0.0342,22330091,2211907170,0.17040001
6,2025-12-31,"FMR, LLC",0.0279,18244907,1807249268,-0.042600002
7,2025-12-31,"Geode Capital Management, LLC",0.0219,14298845,1416372095,0.0082
8,2025-12-31,JPMORGAN CHASE & CO,0.0186,12163523,1204857774,-0.4168
9,2025-12-31,"Newport Trust Company, LLC",0.0179,11715950,1160523430,-0.0403
