,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0323,4578175,464318046,-0.020299999
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.025899999,3677791,373001191,0.005
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0233,3307307,335426741,-0.0594
3,2026-01-31,iShares Trust-iShares MSCI USA Quality Factor ETF,0.0143,2028606,205741015,0.0223
4,2026-02-28,Fidelity Mt. Vernon Street Trust-Fidelity Growth Company Fund,0.0139,1970684,199866572,-0.0025
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.013200001,1873640,190024379,-0.0104
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Growth Index Fund,0.013099999,1865765,189225697,-0.0519
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.013099999,1854794,188113020,0.0017
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0121,1716877,174125491,-0.0185
9,2026-01-31,Federated Hermes Equity Funds-Federated Hermes MDT Mid Cap Growth Fund,0.0117,1662669,168627722,0.77239996
