period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.81991,0.72,0.94,1.0,18,-0.18010001
+1q,0.92977,0.8,1.02,0.93,14,-0.0002
0y,6.88204,6.8,7.0,6.33,22,0.0872
+1y,7.31476,6.79,7.99,6.88204,22,0.0629
