,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Ordinary Shares Number,150201000.0,153558000.0,157056000.0,161892000.0
Share Issued,150201000.0,153558000.0,157056000.0,161892000.0
Total Debt,276975000.0,266879000.0,246488000.0,222070000.0
Tangible Book Value,2483324000.0,2066395000.0,1714286000.0,1485147000.0
Invested Capital,2513013000.0,2107468000.0,1765733000.0,1538825000.0
Working Capital,2090534000.0,1723490000.0,1412873000.0,1210444000.0
Net Tangible Assets,2483324000.0,2066395000.0,1714286000.0,1485147000.0
Capital Lease Obligations,276975000.0,266879000.0,246488000.0,222070000.0
Common Stock Equity,2513013000.0,2107468000.0,1765733000.0,1538825000.0
Total Capitalization,2513013000.0,2107468000.0,1765733000.0,1538825000.0
Total Equity Gross Minority Interest,2513013000.0,2107468000.0,1765733000.0,1538825000.0
Stockholders Equity,2513013000.0,2107468000.0,1765733000.0,1538825000.0
Gains Losses Not Affecting Retained Earnings,-49654000.0,-50733000.0,-39035000.0,-24955000.0
Other Equity Adjustments,-49654000.0,-50733000.0,-39035000.0,-24955000.0
Retained Earnings,2307699000.0,1913615000.0,1571574000.0,1352685000.0
Additional Paid In Capital,253466000.0,243050000.0,232932000.0,210825000.0
Capital Stock,1502000.0,1536000.0,262000.0,270000.0
Common Stock,1502000.0,1536000.0,262000.0,270000.0
Total Liabilities Net Minority Interest,1057239000.0,1028111000.0,790470000.0,793425000.0
Total Non Current Liabilities Net Minority Interest,287298000.0,308118000.0,293090000.0,251741000.0
Other Non Current Liabilities,51189000.0,42350000.0,35335000.0,25510000.0
Tradeand Other Payables Non Current,13587000.0,52470000.0,62032000.0,54259000.0
Long Term Debt And Capital Lease Obligation,222522000.0,213298000.0,195723000.0,171972000.0
Long Term Capital Lease Obligation,222522000.0,213298000.0,195723000.0,171972000.0
Current Liabilities,769941000.0,719993000.0,497380000.0,541684000.0
Current Debt And Capital Lease Obligation,54453000.0,53581000.0,50765000.0,50098000.0
Current Capital Lease Obligation,54453000.0,53581000.0,50765000.0,50098000.0
Payables And Accrued Expenses,715488000.0,666412000.0,446615000.0,491586000.0
Current Accrued Expenses,267537000.0,230438000.0,150534000.0,148953000.0
Payables,447951000.0,435974000.0,296081000.0,342633000.0
Total Tax Payable,29996000.0,57471000.0,30476000.0,15146000.0
Income Tax Payable,23299000.0,52338000.0,17322000.0,12426000.0
Accounts Payable,417955000.0,378503000.0,265605000.0,327487000.0
Total Assets,3570252000.0,3135579000.0,2556203000.0,2332250000.0
Total Non Current Assets,709777000.0,692096000.0,645950000.0,580122000.0
Other Non Current Assets,39546000.0,50648000.0,41930000.0,57319000.0
Non Current Deferred Assets,77591000.0,72584000.0,72592000.0,64217000.0
Non Current Deferred Taxes Assets,77591000.0,72584000.0,72592000.0,64217000.0
Goodwill And Other Intangible Assets,29689000.0,41073000.0,51447000.0,53678000.0
Other Intangible Assets,15699000.0,27083000.0,37457000.0,39688000.0
Goodwill,13990000.0,13990000.0,13990000.0,13990000.0
Net PPE,562951000.0,527791000.0,479981000.0,404908000.0
Accumulated Depreciation,-402964000.0,-349138000.0,-317508000.0,-282571000.0
Gross PPE,965915000.0,876929000.0,797489000.0,687479000.0
Leases,137806000.0,128356000.0,118351000.0,108526000.0
Construction In Progress,47080000.0,14758000.0,54140000.0,10407000.0
Other Properties,237352000.0,225669000.0,213302000.0,182459000.0
Machinery Furniture Equipment,469714000.0,435224000.0,342641000.0,317111000.0
Buildings And Improvements,41099000.0,40058000.0,36191000.0,36112000.0
Land And Improvements,32864000.0,32864000.0,32864000.0,32864000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2860475000.0,2443483000.0,1910253000.0,1752128000.0
Other Current Assets,67282000.0,92713000.0,55523000.0,55264000.0
Prepaid Assets,39294000.0,34284000.0,33788000.0,25610000.0
Inventory,495226000.0,474311000.0,532852000.0,506796000.0
Inventories Adjustments Allowances,,-44274000.0,-33926000.0,-20735000.0
Other Inventories,,518585000.0,566778000.0,527531000.0
Receivables,369485000.0,340124000.0,306295000.0,320931000.0
Taxes Receivable,36613000.0,43559000.0,4784000.0,18243000.0
Accounts Receivable,332872000.0,296565000.0,301511000.0,302688000.0
Allowance For Doubtful Accounts Receivable,-32883000.0,-27331000.0,-32504000.0,-30591000.0
Gross Accounts Receivable,365755000.0,323896000.0,334015000.0,333279000.0
Cash Cash Equivalents And Short Term Investments,1889188000.0,1502051000.0,981795000.0,843527000.0
Cash And Cash Equivalents,1889188000.0,1502051000.0,981795000.0,843527000.0
