period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1394683960,1387886000,1400620000,15,1301692000,0.0714
+1q,1430825110,1408000000,1448184010,15,1353443000,0.0572
0y,5797568640,5728000000,5843000000,18,5457056000,0.0624
+1y,6219440150,6015000000,6363500000,19,5797568640,0.0728
