Date,Dividends
2014-08-21 00:00:00-04:00,0.18
2014-11-20 00:00:00-05:00,0.24
2015-03-12 00:00:00-04:00,0.24
2015-05-20 00:00:00-04:00,0.25
2015-08-21 00:00:00-04:00,0.26
2015-11-20 00:00:00-05:00,0.13
2016-03-10 00:00:00-05:00,0.2
2016-05-20 00:00:00-04:00,0.15
2016-08-19 00:00:00-04:00,0.28
2016-11-17 00:00:00-05:00,0.2
2017-03-08 00:00:00-05:00,0.28
2017-05-18 00:00:00-04:00,0.13
2017-05-25 00:00:00-04:00,0.13
2017-08-16 00:00:00-04:00,0.31
2017-11-16 00:00:00-05:00,0.41
2018-02-23 00:00:00-05:00,0.4
2018-04-13 00:00:00-04:00,0.093
2018-06-14 00:00:00-04:00,0.28
2018-09-13 00:00:00-04:00,0.28
2018-12-14 00:00:00-05:00,0.28
2019-03-14 00:00:00-04:00,0.32
2019-06-13 00:00:00-04:00,0.32
2019-09-13 00:00:00-04:00,0.32
2019-12-16 00:00:00-05:00,0.32
2020-03-16 00:00:00-04:00,0.4
2020-06-15 00:00:00-04:00,0.4
2020-09-15 00:00:00-04:00,0.4
2020-12-16 00:00:00-05:00,0.4
2021-03-16 00:00:00-04:00,0.47
2021-06-15 00:00:00-04:00,0.47
2021-09-15 00:00:00-04:00,0.47
2021-12-16 00:00:00-05:00,0.47
2022-03-16 00:00:00-04:00,0.61
2022-06-15 00:00:00-04:00,0.61
2022-09-15 00:00:00-04:00,0.61
2022-12-15 00:00:00-05:00,0.61
2023-03-16 00:00:00-04:00,0.77
2023-06-15 00:00:00-04:00,0.77
2023-09-14 00:00:00-04:00,0.77
2023-12-14 00:00:00-05:00,0.77
2024-03-14 00:00:00-04:00,0.93
2024-06-14 00:00:00-04:00,0.93
2024-09-16 00:00:00-04:00,0.93
2024-12-17 00:00:00-05:00,0.93
2025-03-17 00:00:00-04:00,1.12
2025-06-16 00:00:00-04:00,1.12
2025-09-16 00:00:00-04:00,1.12
2025-12-17 00:00:00-05:00,1.12
2026-03-17 00:00:00-04:00,1.35
