period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1178433700,1104000000,1394733520,5,884597000,0.33220002
+1q,1203077140,1143000000,1339576690,5,993100000,0.21139999
0y,5393095470,4899000000,6036061960,7,4256938000,0.2669
+1y,6335395780,5705000000,7066128980,7,5393095470,0.17469999
