,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-499481000.0,1329251000.0,392783000.0,1972228000.0,798312000.0,
Repayment Of Debt,-795127000.0,-1196077000.0,-722703000.0,-1404886000.0,-1684007000.0,
Issuance Of Debt,1749683000.0,824700000.0,539885000.0,1297606000.0,1011821000.0,
Issuance Of Capital Stock,0.0,0.0,,,1458659000.0,52841000.0
Capital Expenditure,-15793000.0,-11492000.0,-22918000.0,-21975000.0,-9306000.0,
End Cash Position,488896000.0,496669000.0,509656000.0,618536000.0,1507976000.0,
Beginning Cash Position,496669000.0,509656000.0,618536000.0,1507976000.0,350138000.0,
Effect Of Exchange Rate Changes,-45862000.0,-113681000.0,65538000.0,38774000.0,-64423000.0,
Changes In Cash,38089000.0,100694000.0,-174418000.0,-928214000.0,1222261000.0,
Financing Cash Flow,542856000.0,-1225097000.0,-567201000.0,-1177727000.0,478161000.0,
Cash Flow From Continuing Financing Activities,542856000.0,-1225097000.0,-567201000.0,-1177727000.0,478161000.0,
Net Other Financing Charges,48051000.0,-430042000.0,43788000.0,-625359000.0,33224000.0,
Proceeds From Stock Option Exercised,0.0,0.0,0.0,0.0,0.0,
Cash Dividends Paid,-459751000.0,-423678000.0,-428171000.0,-445088000.0,-341536000.0,
Common Stock Dividend Paid,-459751000.0,-423678000.0,-428171000.0,-445088000.0,-341536000.0,
Net Common Stock Issuance,0.0,0.0,,,-112000.0,52841000.0
Common Stock Issuance,0.0,0.0,,,-112000.0,52841000.0
Net Issuance Payments Of Debt,954556000.0,-371377000.0,-182818000.0,-107280000.0,-672186000.0,
Net Long Term Debt Issuance,954556000.0,-371377000.0,-182818000.0,-107280000.0,-672186000.0,
Long Term Debt Payments,-795127000.0,-1196077000.0,-722703000.0,-1404886000.0,-1684007000.0,
Long Term Debt Issuance,1749683000.0,824700000.0,539885000.0,1297606000.0,1011821000.0,
Investing Cash Flow,-21079000.0,-14952000.0,-22918000.0,-1744690000.0,-63518000.0,
Cash Flow From Continuing Investing Activities,-21079000.0,-14952000.0,-22918000.0,-1744690000.0,-63518000.0,
Net Business Purchase And Sale,-5286000.0,-3460000.0,0.0,-1722715000.0,-54212000.0,
Purchase Of Business,-5286000.0,-3460000.0,0.0,-1722715000.0,-54212000.0,
Net PPE Purchase And Sale,-15793000.0,-11492000.0,-22918000.0,-21975000.0,-9306000.0,
Purchase Of PPE,-15793000.0,-11492000.0,-22918000.0,-21975000.0,-9306000.0,
Operating Cash Flow,-483688000.0,1340743000.0,415701000.0,1994203000.0,807618000.0,
Cash Flow From Continuing Operating Activities,-483688000.0,1340743000.0,415701000.0,1994203000.0,807618000.0,
Change In Working Capital,-475283000.0,313817000.0,-156693000.0,591400000.0,-161371000.0,
Other Non Cash Items,-324156000.0,486547000.0,346414000.0,1279302000.0,442970000.0,
Net Income From Continuing Operations,198498000.0,540379000.0,225980000.0,123501000.0,350016000.0,
