period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,6319240000,5988000000,6877000000,10,6913700000,-0.086
+1q,6873333330,6547000000,7311000000,9,6962800000,-0.0128
0y,27677737520,27057000000,28531944520,12,26235100000,0.055
+1y,30498040360,28135000000,32703300000,12,27677737520,0.1019
