,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,778000000.0,1222200000.0,444500000.0,584500000.0,942800000.0
Repurchase Of Capital Stock,-900000.0,-200000.0,-30700000.0,-4300000.0,0.0
Repayment Of Debt,-941200000.0,-624800000.0,-513500000.0,-756400000.0,-376100000.0
Issuance Of Debt,768800000.0,518800000.0,1161000000.0,697500000.0,484600000.0
Capital Expenditure,-366300000.0,-305600000.0,-388900000.0,-325800000.0,-502900000.0
End Cash Position,6307900000.0,6303900000.0,5549900000.0,5517700000.0,7060800000.0
Beginning Cash Position,6303900000.0,5549900000.0,5517700000.0,7060800000.0,6849200000.0
Effect Of Exchange Rate Changes,8100000.0,-8500000.0,107400000.0,73900000.0,-145400000.0
Changes In Cash,-4100000.0,762500000.0,-75200000.0,-1617000000.0,357000000.0
Financing Cash Flow,-394600000.0,-262000000.0,-291100000.0,-2134700000.0,643300000.0
Cash Flow From Continuing Financing Activities,-394600000.0,-262000000.0,-291100000.0,-2134700000.0,643300000.0
Proceeds From Stock Option Exercised,12300000.0,6300000.0,2300000.0,22500000.0,6600000.0
Cash Dividends Paid,-173400000.0,-173400000.0,-173300000.0,-1747000000.0,-157400000.0
Common Stock Dividend Paid,-173400000.0,-173400000.0,-173300000.0,-1747000000.0,-157400000.0
Net Common Stock Issuance,-900000.0,-200000.0,-30700000.0,-4300000.0,0.0
Common Stock Payments,-900000.0,-200000.0,-30700000.0,-4300000.0,0.0
Net Issuance Payments Of Debt,-232600000.0,-94700000.0,-89400000.0,-405900000.0,794100000.0
Net Short Term Debt Issuance,-60200000.0,11300000.0,-736900000.0,-347000000.0,685600000.0
Net Long Term Debt Issuance,-172400000.0,-106000000.0,647500000.0,-58900000.0,108500000.0
Long Term Debt Payments,-941200000.0,-624800000.0,-513500000.0,-756400000.0,-376100000.0
Long Term Debt Issuance,768800000.0,518800000.0,1161000000.0,697500000.0,484600000.0
Investing Cash Flow,-753800000.0,-503300000.0,-617500000.0,-392600000.0,-1732000000.0
Cash Flow From Continuing Investing Activities,-753800000.0,-503300000.0,-617500000.0,-392600000.0,-1732000000.0
Net Other Investing Changes,22400000.0,-165800000.0,-196600000.0,-1500000.0,-697900000.0
Net Investment Purchase And Sale,-252800000.0,-31900000.0,-32000000.0,-20600000.0,-323600000.0
Sale Of Investment,274500000.0,403100000.0,385900000.0,384500000.0,388400000.0
Purchase Of Investment,-527300000.0,-435000000.0,-417900000.0,-405100000.0,-712000000.0
Net Business Purchase And Sale,-157100000.0,0.0,0.0,-44700000.0,
Purchase Of Business,-157100000.0,0.0,0.0,-44700000.0,
Net PPE Purchase And Sale,-366300000.0,-305600000.0,-388900000.0,-325800000.0,-502900000.0
Purchase Of PPE,-366300000.0,-305600000.0,-388900000.0,-325800000.0,-502900000.0
Operating Cash Flow,1144300000.0,1527800000.0,833400000.0,910300000.0,1445700000.0
Cash Flow From Continuing Operating Activities,1144300000.0,1527800000.0,833400000.0,910300000.0,1445700000.0
Change In Working Capital,311300000.0,332400000.0,-76900000.0,152000000.0,365600000.0
Change In Other Working Capital,277500000.0,-262700000.0,-216500000.0,165200000.0,323200000.0
Change In Payables And Accrued Expense,-274700000.0,-115900000.0,-197900000.0,155900000.0,-219600000.0
Change In Inventory,106700000.0,160800000.0,-4100000.0,33000000.0,128800000.0
Change In Receivables,419400000.0,550200000.0,341600000.0,-202100000.0,552300000.0
Changes In Account Receivables,419400000.0,550200000.0,341600000.0,-202100000.0,552300000.0
Other Non Cash Items,3500000.0,52900000.0,-50000000.0,29800000.0,38800000.0
Provisionand Write Offof Assets,40500000.0,36500000.0,29200000.0,18300000.0,25400000.0
Deferred Tax,22900000.0,,,,
Deferred Income Tax,22900000.0,,,,
Depreciation Amortization Depletion,209200000.0,205800000.0,207300000.0,205100000.0,223200000.0
Depreciation And Amortization,209200000.0,205800000.0,207300000.0,205100000.0,223200000.0
Depreciation,209200000.0,205800000.0,207300000.0,205100000.0,223200000.0
Net Income From Continuing Operations,556900000.0,590000000.0,723800000.0,505100000.0,872000000.0
