period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.02511,1.45,2.73,2.58,17,-0.2151
+1q,2.63165,2.08,2.9,2.84,17,-0.0734
0y,10.53675,8.54,13.34,9.72,25,0.084
+1y,13.52914,10.72,16.84,10.53675,24,0.284
