period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.14351,1.1272,1.17,1.03,17,0.1102
+1q,1.26168,1.23,1.29,1.11,14,0.1366
0y,5.06186,4.9,5.2,4.62,18,0.0956
+1y,5.59102,5.22,5.88,5.06186,17,0.104499996
