period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.08699,2.876,3.42,2.5,11,0.2348
+1q,2.92938,2.74,3.25,2.46,11,0.1908
0y,12.16237,11.48,13.28,10.67,13,0.1399
+1y,12.83648,11.18,14.28,12.16237,15,0.0554
