,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,5966127.961036,14430132.527319,-5405400.0,-994000.0,-89238.469789,
Tax Rate For Calcs,0.305955,0.300628,0.297,0.284,0.297462,
Normalized EBITDA,476800000.0,426300000.0,395600000.0,396800000.0,325000000.0,
Total Unusual Items,19500000.0,48000000.0,-18200000.0,-3500000.0,-300000.0,
Total Unusual Items Excluding Goodwill,19500000.0,48000000.0,-18200000.0,-3500000.0,-300000.0,
Net Income From Continuing Operation Net Minority Interest,313500000.0,300800000.0,235100000.0,250600000.0,196500000.0,
Reconciled Depreciation,31300000.0,30900000.0,29900000.0,30300000.0,32100000.0,
Reconciled Cost Of Revenue,660400000.0,665400000.0,714100000.0,746000000.0,695000000.0,
EBITDA,496300000.0,474300000.0,377400000.0,393300000.0,324700000.0,
EBIT,465000000.0,443400000.0,347500000.0,363000000.0,292600000.0,
Net Interest Income,2100000.0,1000000.0,-1600000.0,-4400000.0,-5700000.0,
Interest Expense,13300000.0,13300000.0,12900000.0,12800000.0,12900000.0,
Interest Income,15400000.0,14300000.0,11300000.0,8400000.0,7200000.0,
Normalized Income,299966127.961036,267230132.527319,247887866.108787,253106000.0,196710761.530211,
Net Income From Continuing And Discontinued Operation,313500000.0,300800000.0,235100000.0,250600000.0,196500000.0,
Total Expenses,775200000.0,766700000.0,817300000.0,840900000.0,809000000.0,
Total Operating Income As Reported,403800000.0,370300000.0,339100000.0,353900000.0,298500000.0,
Diluted Average Shares,105000000.0,104900000.0,,105100000.0,105100000.0,105100000.0
Basic Average Shares,104700000.0,104600000.0,104700000.0,104700000.0,104800000.0,
Diluted EPS,2.97,2.85,,2.37,1.86,2.07
Basic EPS,2.98,2.86,,2.38,1.87,2.08
Diluted NI Availto Com Stockholders,312200000.0,299300000.0,233900000.0,249400000.0,195600000.0,
Net Income Common Stockholders,312200000.0,299300000.0,233900000.0,249400000.0,195600000.0,
Otherunder Preferred Stock Dividend,1300000.0,1500000.0,1200000.0,1200000.0,900000.0,
Net Income,313500000.0,300800000.0,235100000.0,250600000.0,196500000.0,
Net Income Including Noncontrolling Interests,313500000.0,300800000.0,235100000.0,250600000.0,196500000.0,
Net Income Continuous Operations,313500000.0,300800000.0,235100000.0,250600000.0,196500000.0,
Tax Provision,138200000.0,129300000.0,99500000.0,99600000.0,83200000.0,
Pretax Income,451700000.0,430100000.0,334600000.0,350200000.0,279700000.0,
Other Income Expense,20800000.0,54100000.0,-20000000.0,500000.0,-13200000.0,
Other Non Operating Income Expenses,1300000.0,6100000.0,-1800000.0,4000000.0,-12900000.0,
Special Income Charges,-25000000.0,-4700000.0,-17100000.0,-200000.0,-100000.0,
Impairment Of Capital Assets,,4500000.0,17100000.0,,0.0,0.0
Restructuring And Mergern Acquisition,-100000.0,200000.0,0.0,200000.0,100000.0,
Gain On Sale Of Security,44500000.0,52700000.0,-1100000.0,-3300000.0,-200000.0,
Net Non Operating Interest Income Expense,2100000.0,1000000.0,-1600000.0,-4400000.0,-5700000.0,
Interest Expense Non Operating,13300000.0,13300000.0,12900000.0,12800000.0,12900000.0,
Interest Income Non Operating,15400000.0,14300000.0,11300000.0,8400000.0,7200000.0,
Operating Income,428800000.0,375000000.0,356200000.0,354100000.0,298600000.0,
Operating Expense,114800000.0,101300000.0,103200000.0,94900000.0,114000000.0,
Other Operating Expenses,43700000.0,36800000.0,40300000.0,31200000.0,39900000.0,
Depreciation Amortization Depletion Income Statement,31300000.0,30900000.0,29900000.0,30300000.0,32100000.0,
Depreciation And Amortization In Income Statement,31300000.0,30900000.0,29900000.0,30300000.0,32100000.0,
Selling General And Administration,39800000.0,33600000.0,33000000.0,33400000.0,42000000.0,
Selling And Marketing Expense,15500000.0,12000000.0,8200000.0,6400000.0,16400000.0,
General And Administrative Expense,24300000.0,21600000.0,24800000.0,27000000.0,25600000.0,
Other Gand A,24300000.0,21600000.0,24800000.0,27000000.0,25600000.0,
Salaries And Wages,,129200000.0,127900000.0,116200000.0,111900000.0,119100000.0
Gross Profit,543600000.0,476300000.0,459400000.0,449000000.0,412600000.0,
Cost Of Revenue,660400000.0,665400000.0,714100000.0,746000000.0,695000000.0,
Total Revenue,1204000000.0,1141700000.0,1173500000.0,1195000000.0,1107600000.0,
Operating Revenue,1204000000.0,1141700000.0,1173500000.0,1195000000.0,1107600000.0,
