Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-13,2026-02-26,"[datetime.date(2026, 5, 1)]",3.42,2.876,3.08699,712693160,625300000,669110260
