,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1161,12955689,3906464046,0.0094
1,2025-12-31,Blackrock Inc.,0.0887,9898436,2984625854,-0.0109
2,2025-12-31,Alliancebernstein L.P.,0.0588,6566424,1979940956,-0.0312
3,2025-12-31,State Street Corporation,0.0446,4978582,1501166907,-0.0036000002
4,2025-12-31,"FMR, LLC",0.039,4351799,1312176166,-0.0876
5,2025-12-31,"Geode Capital Management, LLC",0.026800001,2987134,900695561,0.0223
6,2025-12-31,Morgan Stanley,0.0241,2691162,811452605,0.061300002
7,2025-12-31,"T. Rowe Price Investment Management, Inc.",0.02,2228571,671969857,-0.0638
8,2025-12-31,Invesco Ltd.,0.0173,1931272,582326778,0.057600003
9,2025-12-31,First Trust Advisors LP,0.0127,1413984,426351516,-0.025999999
