,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0295,3297579,994302487,-0.0008
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.023599999,2639019,795730187,0.0225
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.020399999,2277724,686790715,-0.0154
3,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0121,1346596,406032350,-0.0086
4,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0119,1331742,401553498,0.0017
5,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.011,1227051,369986545,-0.0185
6,2026-01-31,AB Large Cap Growth Fund Inc,0.0087,966233,291343399,-0.0579
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0086,962997,290367664,0.025899999
8,2026-02-28,Fidelity Contrafund,0.0083,924200,278669399,0.0
9,2025-12-31,"T. Rowe Price Mid-Cap Growth Fund, Inc.",0.0078,872500,263080557,-0.0014
