address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,longName,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,shortName,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,corporateActions,trailingPegRatio
701 Western Avenue,2nd Floor,Frisco,TX,91201-2349,United States,818 244 8080,818 291 1015,https://www.publicstorage.com,REIT - Industrial,reit-industrial,REIT - Industrial,Real Estate,real-estate,Real Estate,"Public Storage, a member of the S&P 500, is a REIT that primarily acquires, develops, owns, and operates self-storage facilities. At December 31, 2025, we: (i) owned and/or operated 3,533 self-storage facilities located in 40 states with approximately 258 million net rentable square feet in the United States and (ii) owned a 35% common equity interest in Shurgard Self Storage Limited (Euronext Brussels: SHUR), which owned 332 self-storage facilities located in seven Western European countries with approximately 18 million net rentable square feet operated under the Shurgard brand. Our headquarters are in Frisco, Texas. Public Storage was incorporated in 1972 in Maryland, USA.",5770,"[{'maxAge': 1, 'name': 'Kenneth Q. Volk Jr.', 'age': 53, 'title': 'Co-Founder', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nicholas J. Kangas', 'title': 'Executive VP of Finance & Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Braine', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brandon Tyler Reagan', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ayash  Basu', 'title': 'Chief Revenue & Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gwendolyn  Montgomery', 'age': 52, 'title': 'Chief Human Resources Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steven H. Lentin', 'title': 'Executive Vice President of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Phillip D. Williams Jr.', 'title': 'Senior Vice President of Construction', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Philip  Kim', 'title': 'Chief Data & Analytics Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nathan A. Tan', 'title': 'Senior Vice President of Human Resources', 'exercisedValue': 0, 'unexercisedValue': 0}]",3,8,2,6,5,1775001600,[],86400,2,280.89,279.87,278.67,281.59,280.89,279.87,278.67,281.59,12.0,4.28,1773619200,1.3319,3.41,0.999,31.248056,26.845331,246210,246210,1252478,1105540,1105540,280.9,281.21,40,200,49368195072,49308070748,256.54,312.95,421.76,6.25,10.213298,288.6008,284.69125,12.0,0.042721346,USD,False,63582724096,0.36915,157408222,175542279,5113900,5060131,1770940800,1773360000,0.0291,0.101789996,0.83255,4.36,0.038599998,175542279,27.91,10.0764065,1767139200,1798675200,1767139200,-0.175,1585585024,9.0,10.47603,13.154,18.664,0.054748178,0.32693863,3.0,1773619200,EQUITY,281.2325,347.0,276.0,313.25,313.5,2.36842,buy,16,318095008,1.812,3406733056,10253881344,0.181,0.261,4833717248,109.763,27.551,0.07053,0.18763,3611879936,2376998656,3186448896,-0.193,0.033,0.74723,0.70478994,0.46206,USD,PSA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,343405800000,0.34249878,278.67 - 281.59,NYSE,1252478,24.692505,0.09625206,256.54 - 312.95,-31.717499,-0.10135005,5.4748178,1774915200,1770930000,1777492800,1777492800,1771002000,1771002000,True,9.0,10.47603,9.9275,28.328634,-7.368286,-0.025531067,-3.4587402,Public Storage,-0.012149092,15,0,2.4 - Buy,False,REGULAR,Public Storage,1775579436,NYQ,finmb_305520,America/New_York,EDT,-14400000,us_market,False,0.121933416,281.2325,[],4.0901
