period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.41873,2.38618,2.46,2.4249,3,-0.0025
+1q,2.51094,2.48,2.56282,2.5783,3,-0.026099999
0y,9.9275,9.7,10.25,10.2333,5,-0.0299
+1y,10.47603,9.85,11.23,9.9275,5,0.0553
