period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1213716110,1205178000,1220000000,6,1183184000,0.025799999
+1q,1233298740,1224305000,1243042000,6,1201094000,0.026800001
0y,4951844960,4816029000,5255095000,8,4824113000,0.026500002
+1y,5164682620,4979250670,5793001000,8,4951844960,0.043
