period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,893445500,838349000,903200000,18,732200000,0.2202
+1q,928423470,891347000,950500000,17,781300000,0.1883
0y,3805514080,3698853940,3872900000,20,3247000000,0.172
+1y,4277500260,4163552940,4439200000,20,3805514080,0.124
