period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.76643,3.47,4.33,3.79,11,-0.0062
+1q,4.2746,3.94,4.65714,3.86,11,0.1074
0y,17.39537,16.76,18.10256,15.39,11,0.1303
+1y,20.35534,18.51,22.24,17.39537,10,0.1702
